disease_name,gene_name
blastic plasmacytoid dendritic cell neoplasm,POLA2; DNMT3A; DNMT1; POLA1; PRIM2; RRM1; EEF2; PRIM1; POLD3; POLE3; MS4A1; POLD4; IL3RA; POLD1; POLE2; POLD2; BCL2; POLE
bone fracture,OPRM1; PLG; CHRNB1; PTGS2; PTGS1; CHRNE; CHRND; CACNA2D1; CHRNG; CHRNA1
bone marrow failure syndrome,POLE2; POLE3; PRIM1; POLD2; RRM1; POLD4; POLA2; POLD1; PRIM2; POLE; POLD3; POLA1
bone sarcoma,POLA1; POLE3; TLR7; POLA2; POLD1; POLE2; RRM1; POLD4; POLE; POLD3; POLD2; PRIM2; PRIM1
brain cancer,POLD2; PPARG; EGFR; POLE3; POLD4; CHEK2; PRIM1; TUBB8; POLA2; POLD3; TUBB1; POLA1; TUBB2A; ERBB2; PRIM2; RRM1; HDAC3; TYMS; TUBB; TLR7; POLD1; HDAC6; VEGFA; HDAC1; TUBB2B; CHEK1; TUBB6; HDAC2; CD47; TUBB3; POLE2; TUBB4A; CSF3R; POLE; ERBB4; TUBB4B; PDCD1; TXNRD1
brain disease,FGR; ABL1; HCK; PDGFRB; HTR3A; LCK; KIT; BCR; SRC; LYN; FYN; SRMS; YES1; FRK; BLK; EPHA2
brain injury,GABRP; GABRA6; SLC22A8; ADRA2A; AVPR1A; HTR3A; GABRA5; KCNJ11; GABRA3; GRIN2D; GABRG2; TACR1; AVPR2; DRD3; GABRG1; GABRG3; ADRA2C; GABRD; PPIA; TRPV1; GABRQ; GABRA1; PGR; GABRE; ALDH5A1; GHR; GABRB2; GABRA2; PTGIR; GRIN2C; SLC22A11; GRIN1; GRIN2B; ADRA2B; ABCC8; GABRA4; GRIN3B; GABRB1; GABRB3; GRIN2A; SLC22A6; GRIN3A
brain ischemia,SCN4A; NDUFS1; GUCY1B1; GRIA2; MTNR1B; GABRA6; ADRA2A; GABRA2; GABRG1; GABRB1; ADORA1; NDUFAF2; GRIK1; NDUFA11; NDUFB1; NDUFA6; EPOR; GABRD; NDUFS3; ADRA2B; GABRP; NDUFC1; GABRG2; NDUFS7; NDUFAF4; NDUFA10; NDUFA9; NDUFS6; NDUFC2; SCN3A; GRIA1; NDUFS2; GRIK3; CA4; GABRG3; SCN5A; NDUFA13; SCN8A; MT-ND3; NDUFA7; GABRQ; NDUFAB1; GABRA3; GABRA1; NDUFB4; NDUFB2; GABRE; CA2; NDUFS8; NDUFB3; NDUFA8; NDUFAF1; SCN1A; NDUFB11; GRIK4; GRIA4; NDUFS4; NDUFB8; GABRB3; NDUFV1; MTNR1A; SCN9A; ADORA2B; NDUFAF3; NDUFV2; ADRA2C; NDUFA12; NDUFA4L2; MT-ND4; MT-ND1; NDUFB7; GRIK5; GABRA4; GPD2; nan; NDUFA1; GRIA3; ADORA2A; NDUFA5; NDUFA2; NDUFB5; SCN2A; SCN7A; NDUFB10; GABRB2; NDUFB9; NDUFV3; GRIK2; NDUFB6; SCN11A; NDUFS5; NDUFA3; SCN10A; GABRA5; NDUFA4; MT-ND6; MT-ND2; MT-ND5; MT-ND4L; ADORA3
brain neoplasm,POLA2; FLT4; PTGS2; POLD3; ESR1; NDUFB7; MET; NDUFS8; VEGFA; NDUFA8; IL13RA2; NDUFAF4; SRMS; NDUFA5; DNMT1; NDUFA2; TOP2A; PDGFRA; PRIM2; NDUFB9; CACNA1C; KIT; SV2A; NDUFB6; RET; NDUFB8; TUBA1A; NDUFA3; HDAC3; RRM2; TUBB6; SCN5A; SCN10A; NDUFA4L2; SCN8A; SRC; TXNRD1; MT-ND5; DHFR; SCN4A; FYN; TOP2B; IL4R; HDAC6; HCK; CACNA1F; GSR; CDK6; PDGFRB; HDAC1; NDUFB3; CSF3R; DNMT3A; FLT3; TUBA1B; MAP2K2; TUBA4A; KDR; NDUFA10; IL13RA1; RAF1; NDUFB5; SCN2A; CYP19A1; SCN1A; NDUFS6; NDUFB11; TUBA3E; BRAF; NDUFAF2; RRM1; NDUFS5; MAP2K1; NDUFA11; NDUFA12; NDUFA6; NDUFA13; TUBB4B; NDUFA4; TUBA3C; MT-ND3; MT-ND1; MT-ND4L; FGR; NDUFAB1; NDUFS1; POLD1; CACNA1S; POLE2; FLT1; SLC6A2; TUBB4A; NDUFS7; SCN7A; BLK; TUBB2B; NDUFA9; SLC5A2; NDUFB10; EPHA2; EGFR; NDUFC2; NDUFS2; NDUFV3; NDUFS4; TUBA1C; NDUFV1; SCN11A; POLD4; YES1; POLE; NDUFAF3; NDUFV2; LCK; NDUFB1; TOP1MT; BCR; PPIA; HDAC2; MT-ND6; MT-ND4; NDUFS3; TUBB3; ADRB1; RRM2B; NDUFB4; FKBP1A; NDUFB2; ABL1; TUBB1; POLA1; POLD2; NDUFC1; FRK; GPD2; NDUFA1; CDK4; TUBB2A; NDUFAF1; POLE3; SCN3A; CACNA1D; ADRB2; SCN9A; CSF1R; PDCD1; TUBB; PRIM1; MT-ND2; TOP1; LYN; TUBB8; NDUFA7
breast adenocarcinoma,CD38; HDAC7; POLD1; HDAC6; POLA1; AKT2; CDK6; HDAC8; TUBB4B; HDAC2; TUBB8; POLA2; HDAC4; TGFB2; ABL1; HDAC10; POLD2; HDAC1; AKT3; PIK3CA; MAP2K2; PARP2; TOP2A; POLD4; PDCD1; HDAC9; POLD3; TUBB1; TUBB4A; TGFB3; CD274; TUBB2A; ERBB2; AKT1; PARP1; MS4A1; HDAC11; CTLA4; RRM1; MAP2K1; PIK3CD; HDAC3; TUBB6; POLE; TUBB; PRIM1; TUBB3; POLE2; PSMB5; TGFB1; HDAC5; CDK4; TUBB2B; PRIM2; POLE3
breast cancer,NDUFAB1; NOS2; SCN4A; FLT4; PARP3; HDAC9; PIK3CB; HDAC7; NDUFB4; FGFR1; CACNA1S; AURKA; FKBP1A; LAG3; NDUFB2; ESR1; HSP90AB1; ABL1; HDAC10; PSMB5; TUBB1; PTK6; STS; GSR; PIK3R2; CDK6; EPHB6; ENG; HDAC5; GNRHR; NDUFC1; NDUFS8; HMGCR; ITK; NR3C1; GPD2; EPHA4; APH1A; PIK3R3; TGFB3; CD274; TNFSF11; NDUFAF4; IL1B; NDUFA2; RAF1; MTNR1B; CDK4; GPNMB; NDUFB5; SCN2A; TUBB2A; TUBB2B; NDUFAF1; NDUFB10; SLC39A6; TP53; ERBB2; IFNAR1; AKT1; PSEN2; EPHA5; PRIM2; EGFR; NDUFB9; CYP17A1; CHEK1; NDUFC2; FZD7; CACNA1D; NDUFV3; GABRG1; ATP1A1; TLR3; NDUFS5; NDUFA3; PIK3CD; TUBB6; YES1; NDUFV2; ERBB4; CSF1R; NDUFB1; NDUFA6; MUC1; GABRA5; BCR; TUBB4B; TUBB; HDAC2; TUBA3C; PRIM1; MT-ND6; MT-ND4; MT-ND1; TOP1; MT-ND4L; NDUFS3; TUBB3; TUBB8; NDUFA7; EPHA3; ERBB3; PRKCQ; PRKCZ; HDAC4; MAOB; PGR; XPO1; ABCB1; PTHLH; PTGS1; JAK2; MKNK2; IL2RB; POLE2; CD40; FLT1; DHODH; TUBB4A; PIK3CG; MET; POLD2; VEGFA; PDGFRB; PRKD3; HDAC1; DNMT3A; TEK; PIK3CA; FLT3; CDK2; NDUFA1; PRKCG; MAP2K2; TUBA4A; SMO; PARP2; EPHB2; SCN7A; CDK9; BRDT; ESR2; MFGE8; PIK3R5; BRD4; EPHA2; PARP1; SCN1A; NDUFS6; HDAC8; NDUFB11; POLE3; CACNA1C; GABRA2; TUBA3E; FZD1; KIT; NDUFS2; IFNAR2; NCSTN; FZD5; HDAC11; NDUFS4; RET; RRM1; TUBA1A; TUBA1C; NDUFV1; MAP2K1; SCN9A; BRD3; PRKCE; HDAC3; RARG; TYMS; NDUFAF3; NPM1; SCN5A; PRKD1; NDUFA12; NDUFA4L2; NDUFA13; TNFRSF4; NDUFA4; EPHB4; TLR7; SCN8A; SRC; CSF2RA; MT-ND2; MT-ND3; BRD2; FNTB; FGR; BTK; GABRA3; NDUFS1; PRKCH; IFNGR1; POLD1; PTGS2; RARB; TOP2B; EPHA6; PSEN1; NOS1; TGFB2; HDAC6; NDUFB7; CHRNA4; AKT2; TGFB1; SLC6A4; OPRM1; GABRG2; NDUFS7; IL1R1; NDUFB3; NDUFA8; CSF3R; CXCR4; TUBA1B; SRMS; KDR; NDUFA5; NDUFA10; DNMT1; TOP2A; RARA; PPARG; IL2RA; PDGFRA; NT5E; MDM2; CYP19A1; NDUFA9; IGF1R; PIK3R1; DRD2; SCN3A; PRKCA; EPHB1; IFNGR2; GART; CHRNB2; FGFR4; CXCR1; PRKCI; CTLA4; PRKCD; KLKB1; NOS3; CDK5; PRKCB; MTNR1A; FNTA; AR; INSR; NDUFA11; FZD8; GABRG3; EPHB3; LCK; EPHA10; CSF1; SCN10A; RXRA; TNFRSF18; PDCD1; MT-ND5; PSENEN; DHFR; FYN; POLA2; ATP1A2; GABRA1; TNC; FGFR2; FGFR3; EPHA8; POLD3; MKNK1; HSP90AA1; HCK; POLA1; CACNA1F; SLC6A2; CEACAM5; ATP1A3; ATP4A; IMPDH1; FOLR1; VDR; FRK; FGF1; AKT3; PLG; ATP1A4; CDK7; EPHA7; BLK; APH1B; PDPK1; RXRG; EML4; EPHA1; BRAF; IL6R; JAK1; NDUFAF2; TERT; NDUFB6; NDUFB8; SCN11A; CDK1; ALK; BCL2; ATR; POLD4; POLE; FZD2; CXCR2; TACSTD2; SEMA4D; MAOA; PPIA; MTOR; RXRB; TLR9; LYN
breast carcinoma,SCN4A; NDUFS1; HDAC9; HDAC7; NDUFB4; NDUFB2; ESR1; CD40; AKT2; TNKS2; HMGCR; CD274; NDUFA1; S1PR4; SCN7A; TUBB2B; NDUFA9; NDUFB10; HDAC8; NDUFB11; KIT; NDUFS4; SCN11A; POLD4; NDUFAF3; S1PR5; BCR; PDCD1; HDAC2; MT-ND6; MT-ND5; MT-ND3; MT-ND4L; S1PR3; LYN; TUBB8; S1PR2; NDUFA7; FGR; HDAC4; FKBP1A; HDAC6; ABL1; HDAC10; TUBB1; TUBB4A; CDK6; HDAC5; NDUFC1; FRK; TGFB3; SRMS; NDUFA2; NDUFB5; NDUFV3; HDAC11; NDUFB6; NDUFB8; NDUFV1; SCN9A; TNKS; SCN5A; NDUFA12; SCN10A; NDUFA4L2; TUBB4B; TUBB; MT-ND4; NDUFS3; FNTB; FYN; PARP3; TGFB2; POLE2; POLA1; TGFB1; NDUFS7; HDAC1; AKT3; NDUFB3; NDUFA8; TOP2A; SCN2A; TUBB2A; NDUFAF1; ESR2; ERBB2; AKT1; EPHA2; PARP1; SCN1A; NDUFS6; PRIM2; NDUFB9; POLE3; NDUFS2; JAK1; CTLA4; FNTA; NDUFA3; S1PR1; HDAC3; NDUFA11; YES1; NDUFV2; ERBB4; NDUFA6; NDUFA13; SCN8A; MT-ND1; TOP1; DHFR; NDUFAB1; POLA2; POLD1; POLD3; AURKA; JAK2; NDUFB7; HCK; MET; POLD2; NDUFS8; VEGFA; PDGFRB; PIK3CA; NDUFAF4; KDR; NDUFA5; PARP2; NDUFA10; CDK4; BLK; CYP19A1; EGFR; NDUFC2; SCN3A; NDUFAF2; RRM1; NDUFS5; PTGER4; PIK3CD; TUBB6; TYMS; POLE; LCK; NDUFB1; NDUFA4; SRC; PRIM1; MT-ND2; TUBB3
breast carcinoma in situ,TUBB4A; NDUFC1; NDUFB3; NDUFA10; TUBB2A; NDUFAF1; NDUFS6; NDUFB11; NDUFS2; NDUFA3; NDUFV2; NDUFA4L2; NDUFA13; MT-ND1; NDUFS3; NDUFA7; NDUFAB1; NDUFB4; NDUFS7; NDUFAF4; NDUFA1; NDUFB10; IFNAR1; IFNAR2; NDUFV3; NDUFB8; NDUFV1; NDUFS5; NDUFB1; TUBB4B; NDUFA4; MT-ND2; MT-ND4L; TUBB8; NDUFS1; NDUFB7; GPD2; NDUFA8; NDUFA5; TOP2A; NDUFB5; TUBB2B; NDUFC2; NDUFAF2; NDUFS4; MT-ND5; MT-ND3; MT-ND4; PTGS2; NDUFB2; TUBB1; NDUFS8; NDUFA2; NDUFA9; NDUFB9; TLR3; NDUFB6; NDUFA11; TUBB6; NDUFAF3; NDUFA12; NDUFA6; TUBB; MT-ND6; TUBB3
breast ductal carcinoma in situ,TUBB2A; TUBB4B; TUBB3; TUBB8; PDK3; TUBB6; SSTR3; PDK2; PGR; TUBB4A; VDR; TUBB2B; SSTR1; RXRG; PDCD1; RXRB; PDK4; TUBB1; NR3C1; PDK1; SSTR5; SSTR2; RXRA; TUBB
breast neoplasm,ATP1A2; PARP3; TNC; HDAC9; FGFR2; FKBP1A; HDAC6; FLT1; AKT3; TUBA1B; TUBA4A; PDGFRA; CDK4; TUBB2B; ESR2; ERBB2; AKT1; EGFR; HDAC8; IFNAR2; ATP1A1; TUBA1A; PIK3CD; HDAC3; POLD4; POLE; CSF1R; PDCD1; TUBA3C; POLA2; CD44; POLD1; HDAC4; FGFR3; ESR1; HDAC10; POLE2; AKT2; POLD2; HDAC5; VDR; VEGFA; HDAC1; PIK3CA; FLT3; CYP19A1; KIF11; TUBA3E; SCN3A; GART; SCN11A; GABRG3; LCK; TOP1; FLT4; ERBB3; POLD3; AURKA; IL2RB; PIK3R2; ATP4A; CDK6; OPRM1; ITK; PDGFRB; KDR; PARP2; ATP1A4; IL2RA; NT5E; SCN2A; SCN7A; TUBB2A; IGF1R; SLC39A6; IFNAR1; PARP1; SCN1A; PIK3R1; FDPS; HDAC11; RET; IGF2; TUBB6; SCN5A; TACSTD2; SCN10A; TUBB4B; TUBB; HDAC2; SCN8A; CSF2RA; DHFR; TUBB3; TUBB8; SCN4A; GABRA3; IGF1; GABRA1; PIK3CB; HDAC7; FGFR1; TUBB1; POLA1; TUBB4A; ATP1A3; PIK3CG; GHR; GABRG2; PIK3R3; CSF3R; CD274; TOP2A; PIK3R5; PRIM2; POLE3; GABRA2; KIT; CCR5; GABRG1; RRM1; TUBA1C; SCN9A; BCL2; TYMS; ERBB4; GABRA5; HRH1; PRIM1; MTOR
bulimia nervosa,GABRE; OPRD1; SCN7A; GABRA6; GABRB2; GRIK3; GRIK2; GABRQ; SLC6A2; GRIK5; GABRG2; GRIA2; GRIA3; GRIK4; GABRA2; GRIA4; GABRA5; SCN4A; GABRA3; GABRP; GABRA4; OPRM1; SCN2A; GRIA1; CA4; SCN11A; SCN9A; GRIK1; GABRG3; GABRD; GABRA1; OPRK1; CA2; SCN1A; SCN3A; GABRG1; GABRB1; GABRB3; SCN5A; SCN10A; SCN8A
cancer,PPP5C; EPHA3; TNFRSF9; LY75; GUCY1B1; POLD1; NDUFB4; PRKCQ; HDAC4; POLD3; MKNK1; EPHA6; PGR; GSK3B; LAG3; NDUFB2; ESR1; HDAC6; ABL1; NRP1; IL2RB; POLE2; APEX1; POLA1; CACNA1F; FLT1; MSLN; GRIN2D; ATP4A; PIK3CG; EPHB6; EZH2; POLD2; PSMD11; NDUFC1; MAPK14; PDE10A; GABRG2; HRH2; CRBN; GPD2; PRKD3; AKT3; CD274; CLU; PTK2B; PIK3CA; nan; CD70; MAP2K2; SEM1; SRD5A3; NDUFA10; EPHB2; NDUFB5; SCN2A; PSMB7; PIM1; TUBB2A; TUBB2B; CYP19A1; KIF11; CUL4A; NTRK3; ERBB2; AKT1; PSMA5; UBA3; PRIM2; EGFR; HDAC8; NTRK2; POLE3; NOTCH1; SCN3A; PRKCA; PSMA8; BRAF; PSMD4; CD3G; IL6R; FGFR4; GRIN2C; ITGA5; GABRG1; HDAC11; CTLA4; ICOS; PSMD6; PRKCD; PSMC3; TUBA1C; FNTA; STAT3; MAP2K1; PCSK9; NDUFA3; PRKCE; BCL2L1; PIK3CD; BCL2; EGFL7; TUBB6; TYMS; POLE; CD19; NDUFAF3; AURKB; TIGIT; LCK; GRIN2A; CHEK2; PRKD1; TOP1MT; SCN10A; MAPK11; NDUFA4L2; BCR; DPYD; PRIM1; NTRK1; MT-ND2; PNP; TOP1; PSMB8; DHFR; TUBB3; NDUFA7; GRIN2B; KIR2DL2; CD38; NDUFAB1; SCN4A; POLA2; GABRA1; NDUFS1; FLT4; PSMA4; PARP3; ADRB1; ROS1; TNFRSF17; PIK3CB; HDAC7; PRKCZ; FGFR3; POLR1A; PSMC5; JAK2; PSMD8; HDAC10; PSMC6; PSMC1; TUBB1; MAPK3; DHODH; PPP2CB; TUBB4A; AURKC; AKT2; IMPDH1; CCL2; TTK; ITK; PDGFRB; IL1A; PSMD14; NDUFS7; EPHA4; CD2; PIK3R3; PGF; FLT3; NDUFAF4; KDR; DLL4; DNMT1; KLRC1; PDGFRA; MDM2; IGF1R; IFNAR1; NECTIN4; PARP1; EML4; NDUFS6; EPHA1; GABRA2; TUBA3E; KIT; IFNAR2; NDUFV3; MST1R; NDUFB6; RET; NDUFB8; HTR3A; CD3D; RRM1; AR; PTK2; SCN9A; CD52; RRM2; ATR; POLD4; RPS6KB2; IDH2; NDUFB1; ADRA2C; TACSTD2; PDE4B; PSMD13; TUBB4B; PDCD1; NDUFA4; TUBB; HDAC2; TLR7; PSMD12; PIM3; RXRB; PSMB10; MT-ND4L; TUBB8; CTAG1A; FGR; BTK; GABRA3; IGF1; BIRC3; FGFR2; PRKACA; PTGS2; FGFR1; HSP90AA1; COL4A4; XPO1; FKBP1A; HSP90AB1; NDUFB7; PSMA3; PSMA6; PTK6; HCK; TLR8; SLC6A2; PDE4C; GSK3A; PSMA2; PSMD3; ALDH2; VEGFA; HMGCR; PDE4D; PPP2CA; NR3C1; FN1; MPL; F3; NDUFA8; DNMT3A; EPCAM; TEK; KIR2DL1; PSMB2; TUBA4A; ADORA2A; NDUFA5; ADRM1; TOP2A; RAF1; IL2RA; IL15RA; HAVCR2; EPHA7; NDUFAF1; PDE5A; NDUFA9; TP53; SRD5A1; PIK3R1; NDUFB11; NDUFB9; POLR3A; CYP17A1; CHEK1; CACNA1C; NDUFC2; EDNRA; MS4A1; CACNA1D; NDUFS2; GART; NAE1; JAK1; PRKCI; NDUFAF2; NDUFS4; PRKACG; WEE1; PRKCB; TUBA1A; SCN11A; CXCL8; PSMD2; YES1; IMPDH2; NDUFV2; CSF1R; EPHB3; CTAG1B; NDUFA12; NDUFA13; RXRA; TNFRSF4; PPIA; EPHB4; CD47; GRIN3A; MTOR; MT-ND3; CD3E; MT-ND4; NDUFS3; PSMB11; TLR9; KIR2DL3; LYN; BCL2L2-PABPN1; PSMB3; SRD5A2; ABCC8; PSMB1; FYN; PSMC4; PRKCH; TNC; HDAC9; RRM2B; ERBB3; PDE4A; GUCY2C; EPHA8; TOP2B; ARAF; CACNA1S; AURKA; PTGS1; MKNK2; MAPK1; RBX1; PSMB5; CD40; PSMA7; PIM2; HTR2A; PSMD7; PIK3R2; CDK6; MET; ENG; RPS6KB1; HDAC5; FOLR1; BIRC2; NDUFS8; VDR; FRK; OPRM1; ALDH5A1; IL18R1; IL18RAP; GRIN3B; HDAC1; SERPINC1; NDUFB3; CSF3R; TNFRSF10B; TUBA1B; NDUFA1; SRMS; PRKCG; SMO; PSMA1; BCL2L2; PARP2; IDO1; NDUFA2; PPARG; NT5E; CDK4; SCN7A; BLK; MSTN; IDH1; ITGAV; ESR2; NDUFB10; PIK3R5; SLC6A3; PSMB6; EPHA2; PLK4; PRKACB; RXRG; SCN1A; EPHA5; ADRA2A; EPHB1; PSMB4; PSMC2; DDR2; SYK; PLK1; IGF2; VKORC1; EEF2; NDUFV1; DDB1; NDUFS5; ADRB2; ALK; HDAC3; PSMD1; NDUFA11; GRIN1; ERBB4; NPM1; POLR2A; GABRG3; EPHA10; SCN5A; CSF1; NDUFA6; GABRA5; PPARA; KCNJ11; SCN8A; SRC; TUBA3C; CSF2RA; MT-ND6; MT-ND5; MT-ND1; PSMB9; FNTB; ITGB3; ADRA2B
cannabis dependence,GABRA1; GRIN2D; OPRM1; GRIN3A; GRIN2B; GABRA3; OPRK1; GABRG2; CNR1; MTNR1B; GABRA2; GABRG1; GABRB1; ADRA2B; CHRNA4; HTR2C; ADRA2A; GRIN2C; GRIN1; GABRG3; GRIN2A; ADRA2C; GABRA5; PGR; GRIN3B; OPRD1; CACNA2D1; CHRNB2; MTNR1A
carcinoid tumor,FKBP1A; TUBB2B; TUBB4B; TUBB8; TUBB4A; ERBB2; TUBB6; TUBB; TUBB1; TOP1; TUBB2A; TUBB3
carcinoma,TUBB1; FLT1; TUBB4A; EPCAM; TOP2A; TUBB2B; BRD4; PARP1; CHRNB2; BRD3; TYMS; TUBB4B; BRD2; TUBB8; FLT4; TOP2B; FKBP1A; VEGFA; PDGFRB; ODC1; BRDT; ERBB2; EGFR; RET; ERBB4; TUBB; CHRNA4; FLT3; KDR; RAF1; KIF11; BRAF; PDCD1; TLR9; TUBB3; PARP3; ERBB3; ANGPT2; PARP2; TUBB2A; KIT; TUBB6; CCR4; TOP1MT
carcinoma of liver and intrahepatic biliary tract,FLT4; RAF1; EGFR; PDGFRB; KDR; RET; PDCD1; FLT1; FLT3; IGF1R; KIT; BRAF
cardiac arrest,ADRB1; NR3C1; ADRB2; ADRA1B; GRIN2A; ADRA2C; GRIN2D; GRIN3B; nan; ADRA2A; AVPR1A; ADRB3; AVPR1B; GUCY1B1; OPRM1; ADRA1A; AVPR2; GRIN2C; INSR; ADRA1D; GRIN1; GRIN3A; GRIN2B; ADRA2B
cardiac arrhythmia,SCN4A; FAAH; SCN2A; SCN5A; SCN8A; PTGS1; OXTR; ADRB1; SCN7A; SCN1A; SCN9A; ADRA1B; ADRA1D; SCN10A; HRH1; PTGS2; ADRA1A; SCN3A; SCN11A; ADRB2; TRPV1
cardiovascular disease,CETP; PTGS1; GABRG2; GPD2; ADRA1A; NDUFA5; NDUFB5; AGTR1; ADRA2A; NR3C2; GABRA2; NDUFV1; ADRA1D; NDUFB1; NDUFA12; NDUFA4; NDUFS1; PTGS2; NDUFB3; NDUFA8; nan; NDUFAF4; PTGER2; NDUFA10; NDUFA9; NDUFB10; NDUFS6; NDUFB9; EDNRA; XDH; GABRG1; NDUFAF2; NDUFB6; VKORC1; ADRA1B; MAPK11; NDUFA4L2; NDUFA13; LPA; MT-ND5; ADRA2B; GABRA1; ADRB1; GUCY1B1; NDUFB4; CACNA1S; NDUFB7; HTR2A; NDUFS8; GHR; NDUFS7; HTR2C; DRD2; CACNA1C; CACNA1D; PTGER1; NDUFS4; NDUFS5; P2RY12; NDUFA11; NDUFV2; GABRG3; ADRA2C; MT-ND6; MT-ND2; MT-ND1; MT-ND4L; NDUFS3; NDUFAB1; GABRA3; NDUFB2; CACNA1F; NDUFC1; MAPK14; NDUFA1; NDUFA2; NDUFAF1; NDUFB11; NDUFC2; NDUFS2; NDUFV3; NDUFB8; ADRB2; NDUFA3; NDUFAF3; NDUFA6; GABRA5; ADRB3; MT-ND3; MT-ND4; NDUFA7
carpal tunnel syndrome,SCN1A; SCN9A; INSR; SCN5A; SCN2A; SCN3A; SCN11A; SCN10A; SCN7A; SCN8A; SCN4A
central nervous system cancer,HDAC9; FGFR2; HDAC10; POLE2; TUBB1; POLD2; HDAC5; TOP2A; NTRK2; BRAF; HDAC11; RET; POLE; HDAC2; GRIN3A; HDAC7; HDAC4; FGFR3; POLD3; DNMT3A; EML4; FGFR4; GRIN2C; PRKCB; RRM1; ALK; TYMS; GRIN2A; TOP1MT; TUBB4B; TUBB; TLR7; TOP1; FGFR1; FKBP1A; MAPK1; MAPK3; GRIN2D; VEGFA; DNMT1; PDGFRA; TUBB2A; TUBB2B; NTRK3; POLE3; POLD4; NTRK1; TUBB3; TUBB8; GRIN2B; POLA2; ROS1; POLD1; HDAC6; POLA1; TUBB4A; GRIN3B; HDAC1; KDR; PRIM2; HDAC8; KIT; HDAC3; TUBB6; GRIN1; PDCD1; PRIM1
cerebral palsy,KCNA7; KCNA1; KCNQ4; KCNS1; KCNH5; KCNS2; KCNC2; KCNS3; KCND3; EPOR; KCNH2; KCND1; KCNA5; KCNH1; KCNV1; KCNG4; KCNA4; KCNB2; KCNH8; KCNQ3; KCNH7; KCNQ5; KCNQ1; KCNC4; KCNC1; KCNC3; KCNB1; KCNV2; KCNG3; KCNH6; KCNA3; KCNA2; KCND2; KCNG1; KCNQ2; KCNH4; KCNH3; KCNA10; KCNA6; KCNF1; KCNG2; VAMP2
cervical adenocarcinoma,TUBB1; TUBB3; TUBB8; TUBB4A; VEGFA; ATR; TUBB4B; PDCD1; PTGS2; TUBB2A; TUBB2B; TUBB6; TOP1MT; TUBB
cervical adenosarcoma,TUBB6; TUBB4B; TUBB3; TUBB8; TUBB1; VEGFA; TUBB; TUBB4A; TUBB2A; TUBB2B
cervical cancer,PRKCH; FLT4; HDAC9; HDAC7; POLD1; POLD3; POLA1; FLT1; TNFRSF10A; TUBB4A; AKT2; CDK6; HDAC5; PDGFRB; CD274; KDR; TUBB2A; PDPK1; POLE3; PRKCA; GART; HDAC3; TOP1MT; DPYD; PRIM1; TOP1; TUBB8; PRKCZ; FKBP1A; ABL1; IL2RB; MSLN; AKT3; CDK2; ERBB2; EGFR; FDPS; PRKCI; PRKCB; POLE; BCR; TUBB; SRC; DHFR; HDAC4; PTGS2; HDAC6; POLD2; VEGFA; PRKD3; HDAC1; F3; TGFB3; PRKCG; IL2RA; PDGFRA; TUBB2B; HDAC11; CTLA4; WEE1; RRM1; PRKCE; TYMS; LYN; POLA2; PRKCQ; TGFB2; HDAC10; POLE2; TUBB1; HCK; TGFB1; CDK4; AKT1; PRIM2; HDAC8; CHEK1; KIT; PRKCD; POLD4; TUBB6; CSF1R; PRKD1; TUBB4B; PDCD1; HDAC2; TUBB3
cervical carcinoma,POLD1; IL2RB; POLE2; FLT1; FLT3; TUBB6; POLE; PDCD1; TUBB; PRIM1; TUBB3; FLT4; FGFR3; PDGFRB; TUBB2A; TUBB2B; PRIM2; POLE3; FGFR4; CTLA4; TOP1MT; FGFR1; POLA1; TUBB4A; POLD2; RAF1; IL2RA; BRAF; RET; POLD4; TOP1; TUBB8; POLA2; FGFR2; POLD3; TUBB1; KDR; KIT; RRM1; TUBB4B
cervical carcinosarcoma,VEGFA; TUBB2A; TUBB6; TUBB; TUBB2B; TUBB1; TUBB8; TUBB4A; TUBB4B; TUBB3
cervical squamous cell carcinoma,TUBB1; TUBB2A; TUBB4B; PDCD1; TLR7; TUBB3; VEGFA; TUBB2B; TUBB6; TYMS; TOP1MT; TUBB; TUBB8; TUBB4A
childhood B acute lymphoblastic leukemia,CSF3R; TUBB2A; TUBB2B; KIT; POLD4; TUBB6; POLE; BCR; TUBB4B; POLD1; POLE2; POLA1; TUBB4A; NR3C1; PRIM2; TUBB3; POLA2; POLD3; TUBB1; PPAT; TOP2A; POLE3; PRIM1; ABL1; POLD2; PDGFRB; XDH; CD52; TUBB; DHFR; TUBB8
childhood T acute lymphoblastic leukemia,POLA2; POLD1; POLD2; POLE3; KIT; CD52; POLD3; POLE2; CSF3R; XDH; POLE; PRIM1; DHFR; TUBB8; ABL1; TUBB1; POLA1; NR3C1; TOP2A; TUBB2A; TUBB2B; POLD4; TUBB6; BCR; TUBB3; TUBB4A; PDGFRB; PPAT; PRIM2; TUBB4B; TUBB
