disease_name,gene_name
West syndrome,GABRA1; GABRA4; GABRB2; GABRG1; MC2R; GABRA5; GABRP; GABRE; NR3C1; GABRA6; GABRB1; GABRB3; ABAT; GABRA2; GABRA3; GABRG2; CNR1; GABRG3; GABRD; GABRQ
Wilms tumor,TUBB1; TUBB2A; TUBB4B; TUBB; TUBB4A; TOP2A; TUBB2B; TUBB6; TUBB3; TUBB8
abnormal glucose tolerance,NDUFS1; NDUFC1; GLP1R; GPD2; NDUFS7; NDUFA8; NDUFAF4; NDUFA1; NDUFA5; NDUFA2; PPARG; NDUFB5; NDUFS6; NDUFB9; NDUFV3; NDUFAF2; NDUFV1; NDUFAF3; NDUFA12; MT-ND3; MT-ND4; MT-ND1; MT-ND4L; MGAM2; NDUFB4; SI; NDUFB3; NDUFAF1; NDUFS2; NDUFS5; NDUFA3; NDUFA11; NDUFB1; NDUFA4L2; NDUFA4; MT-ND6; NDUFS3; NDUFAB1; NDUFB2; NDUFB7; NDUFS8; NDUFA10; PDE5A; NDUFA9; NDUFB10; NDUFB11; NDUFC2; NDUFS4; NDUFV2; NDUFA13; DPP4; MT-ND2; MT-ND5; MGAM; NDUFA7; ACE; NDUFB6; NDUFB8; GAA; NDUFA6
abscess,GABRA3; GABRG1; SCN8A; OPRM1; GABRG2; SCN5A; SCN4A; GABRA1; PLG; SCN2A; SCN11A; GABRG3; SCN10A; SCN7A; SCN1A; GABRA2; SCN3A; SCN9A; GABRA5
acanthosis nigricans,NDUFB7; GPD2; NDUFA10; NDUFA2; NDUFA9; NDUFA3; NDUFAF3; NDUFA13; MT-ND4L; NDUFB3; NDUFA8; NDUFAF4; NDUFB5; NDUFB10; NDUFS6; NDUFB11; NDUFB9; NDUFS4; NDUFS5; NDUFA11; NDUFV2; NDUFA12; NDUFA6; MT-ND5; MT-ND1; NDUFS3; NDUFA7; NDUFS1; NDUFB4; NDUFB2; NDUFC1; NDUFS8; NDUFS7; NDUFA5; NDUFS2; NDUFB6; NDUFV1; NDUFB1; NDUFA4; MT-ND6; MT-ND2; MT-ND3; NDUFAB1; NDUFA1; NDUFAF1; NDUFC2; NDUFV3; NDUFAF2; NDUFB8; NDUFA4L2; MT-ND4
acne,RARB; PGR; OPRK1; NDUFB7; NDUFC1; NDUFAF4; NDUFA1; NDUFA10; MMP7; MMP13; NDUFAF1; NDUFS2; NDUFB8; AR; SCN9A; NDUFA3; NDUFA11; NDUFA12; SCN10A; MMP1; SCN8A; NDUFAB1; SCN4A; NDUFB4; ESR1; NDUFS8; NR3C1; NDUFS7; NDUFB3; NDUFA8; NDUFA2; NDUFS6; NDUFS5; INSR; RARG; NDUFAF3; NDUFV2; NDUFA4; MT-ND2; MT-ND3; MT-ND4L; NDUFS1; ACACB; OPRM1; GPD2; MMP8; RARA; NDUFB5; NDUFB11; NR3C2; SCN3A; NDUFV3; SCN11A; SCN5A; NDUFA6; NDUFA13; MT-ND5; NDUFA7; NDUFB2; VDR; NDUFA5; SCN2A; SCN7A; NDUFA9; NDUFB10; SCN1A; NDUFB9; NDUFC2; NDUFAF2; NDUFS4; NDUFB6; NDUFV1; NDUFB1; NDUFA4L2; MT-ND6; MT-ND4; MT-ND1; NDUFS3; ACACA
acromegaly,GHR; SSTR4; DRD3; SSTR5; SSTR3; ADRB1; SSTR1; SSTR2; DRD4; DRD2
actinic keratosis,SCN4A; PTGS2; SCN11A; TYMS; SCN8A; SRC; SCN2A; SCN7A; TRPM8; TLR7; PTGS1; SCN3A; SCN5A; SCN10A; TRPA1; SCN1A; SCN9A
acute basophilic leukemia,TOP2B; IL2RB; TOP2A; POLE3; POLE; POLA2; POLD1; POLD4; PRIM1; POLD3; ABCB1; IMPDH2; POLE2; POLA1; IMPDH1; POLD2; CSF3R; IL2RA; PRIM2
acute coronary syndrome,NPC1L1; NDUFB4; PTGS2; NDUFB2; PTGS1; VDR; HMGCR; SERPINC1; NDUFB3; NDUFA8; NDUFA1; F10; NDUFA5; NDUFB5; TUBB2A; TUBB2B; NDUFAF1; NDUFS6; NDUFC2; CACNA1D; PCSK9; ADRB2; P2RY12; NPR1; ADORA2B; ADRA1D; TUBB6; F2; NDUFA13; TUBB4B; MT-ND4; ITGB3; TUBB8; NDUFAB1; NDUFS1; CETP; TUBB1; CHRNA4; TUBB4A; ATP4A; NDUFS8; OPRM1; ADRA1A; NDUFAF4; PLA2G5; NDUFA2; NDUFA9; PLA2G7; CHRNB2; ADORA1; NDUFAF2; NDUFS4; NDUFB6; NDUFB8; VKORC1; NDUFA3; NDUFV2; NDUFA6; PLA2G2A; TUBB; TRPV1; MT-ND6; MT-ND3; NDUFS3; NDUFA7; ADRA2B; ITGA2B; ADRB1; PLA2G10; CACNA1S; F11; NDUFC1; GLP1R; GPD2; ADORA2A; NDUFB9; ADRA2A; CACNA1C; XDH; NDUFS2; NDUFS5; INSR; PDE3A; CYSLTR1; NDUFA11; ADRA2C; NDUFA4L2; NDUFA4; MT-ND2; MT-ND5; MT-ND1; MT-ND4L; TUBB3; FKBP1A; NDUFB7; CACNA1F; MAPK14; NDUFS7; FAAH; NDUFA10; ALOX5AP; HCN4; NDUFB10; NDUFB11; NDUFV3; NDUFV1; ADRA1B; NDUFAF3; NDUFB1; NDUFA12; MAPK11; ADRB3; ADORA3
acute erythroleukemia,POLA2; POLD3; NR3C1; TOP2A; IL2RA; FNTA; POLE; TOP2B; ABCB1; POLE2; CSF3R; PRIM2; PRIM1; DHFR; POLD1; POLA1; IMPDH1; POLD2; POLD4; IL2RB; POLE3; RRM1; IMPDH2; FNTB
acute graft vs. host disease,JAK2; CD80; EPOR; PPIA; FKBP1A; IMPDH1; NR3C1; CD86; MS4A1; JAK1; IMPDH2; CD6; IL2RA; DPP4; DHFR; DNMT3A; PPAT; DNMT1; CD52; TNF
acute lymphoblastic leukemia,CD22; TOP2B; POLE2; POLA1; TUBB4A; IMPDH1; FRK; PDGFRB; PPAT; TOP2A; BLK; TUBB2A; TUBB2B; IFNAR1; EPHA2; PRIM2; POLE3; MS4A1; RRM1; YES1; POLE; IMPDH2; TOP1MT; TUBB; SRC; LYN; TUBB3; FGR; POLD3; ABL1; TUBB1; POLD2; NR3C1; F10; IFNAR2; CD3D; TUBB6; LCK; BCR; TUBB4B; CD3E; POLA2; POLD1; PSMB5; HCK; CSF3R; SRMS; KIT; XDH; CD3G; PRIM1; DHFR; TUBB8; FYN; CXCR4; POLD4; CD19; PPIA
acute megakaryoblastic leukaemia,POLD1; IL2RB; CSF3R; PRIM2; POLE3; POLE; ABCB1; IMPDH1; NR3C1; TOP2A; IMPDH2; POLD3; POLE2; RRM1; POLD4; PRIM1; POLA2; TOP2B; POLA1; POLD2; IL2RA; DHFR
acute monocytic leukemia,POLA2; POLD1; ABCB1; IMPDH1; NR3C1; IL2RA; POLA1; POLD2; CSF3R; IL2RB; PRIM2; RRM1; POLD4; POLE; PRIM1; DHFR; TOP2B; POLD3; POLE2; TOP2A; POLE3; IMPDH2
acute myeloblastic leukemia with maturation,TOP2B; POLE2; TOP2A; PRIM2; POLE3; POLD4; FNTB; POLA2; POLD1; ABCB1; FNTA; POLD2; POLE; POLD3; POLA1; PRIM1
acute myeloblastic leukemia without maturation,POLA2; POLD3; ABCB1; IL2RB; POLA1; IMPDH1; POLD2; POLE3; IMPDH2; DHFR; PRIM2; FNTA; POLE; TOP2B; NR3C1; RRM1; PRIM1; FNTB; POLD1; POLE2; CSF3R; TOP2A; IL2RA; POLD4
acute myeloid leukemia,FGR; SELE; POLA2; PRKCH; POLD1; PRKCZ; TOP2B; HDAC6; RBX1; TUBB1; POLA1; POLD2; PDGFRB; CRBN; OPRD1; DNMT3A; PRKCG; SMO; DNMT1; RARA; PDGFRA; BLK; TUBB2B; IDH1; TP53; POLE3; KIT; RRM1; AXL; EEF2; DDB1; ADRA1B; ADRA1D; YES1; LCK; PRKD1; EPOR; CD47; SRC; PRIM1; CD3E; DHFR; FNTB; PRKCQ; RARB; TUBB4A; CSF3R; SRMS; KDR; PPAT; TOP2A; UBA3; EGFR; RET; PRKCB; POLE; IMPDH2; TOP1MT; HRH1; LYN; TUBB8; POLD3; OPRK1; POLE2; HCK; CD33; OPRM1; NR3C1; PRKD3; HDAC1; FLT3; MDM2; EPHA2; PRKCA; ACE; PRKCI; PRKCD; PLK1; PRKCE; HDAC3; RARG; POLD4; IDH2; CSF1R; WT1; TUBB4B; ADRB3; HDAC2; CSF2RA; TXNRD1; TUBB3; FYN; ADRB1; ABL1; IMPDH1; FRK; ADRA1A; TUBB2A; CUL4A; PRIM2; NAE1; SYK; FNTA; ADRB2; CD52; BCL2; TUBB6; IL3RA; BCR; TUBB; PPIA
acute myelomonocytic leukemia,POLD3; TOP2A; PRIM2; POLE3; RRM1; FNTA; POLE; PRIM1; FNTB; POLD1; ABCB1; NR3C1; POLA2; POLE2; IMPDH1; POLD2; IL2RA; POLD4; IMPDH2; DHFR; TOP2B; IL2RB; POLA1; CSF3R
acute myocardial infarction,ITGA2B; ADRB1; GUCY1B1; CACNA1S; TUBB1; TUBB4A; HMGCR; IL1R1; SERPINC1; PLG; SLC5A2; AGTR1; DRD2; ADORA2B; TUBB6; F2; PPARA; EPOR; ADORA3; PTGS1; PPARD; OPRM1; TUBB2A; TUBB2B; CACNA1C; CACNA1D; ACE; HTR4; HTR3A; ADRB2; P2RY12; ADRA1D; ADRB3; MME; ITGB3; PTGS2; SLC12A1; CSF3R; ADORA2A; PPARG; ADRA1B; INSR; TUBB; PPIA; DPP4; TUBB3; FKBP1A; CACNA1F; C5; GLP1R; ADRA1A; nan; ADORA1; PCSK9; TUBB4B; TUBB8
acute pancreatitis,PTGS2; PTGS1; FAAH; SSTR1; SCN1A; ADRA1D; ADRA2C; SCN10A; TRPV1; F5; SCN4A; SCN2A; SCN7A; ADRA2A; SSTR2; SCN8A; OPRM1; SSTR4; SCN3A; SCN11A; F8; ADRA2B; SSTR3; ADRB1; FKBP1A; ADRA1A; SSTR5; ADRB2; SCN9A; ADRA1B; SCN5A; ADRB3
acute promyelocytic leukemia,POLD3; POLD2; TOP2A; RARA; POLE3; RARG; PRIM2; TXNRD1; DHFR; POLA2; POLD1; RARB; POLA1; PPAT; RRM2; POLD4; POLE; PRIM1; POLE2; NR3C1
acute respiratory distress syndrome,GABRA3; GABRA1; GUCY1B1; PTGS2; GABRE; C5; GABRA4; ADRA1A; nan; GABRA6; GABRB1; GABRB3; ADRB2; CHRNB1; KCNK3; ADRA2C; KCNK18; ADRB3; CHRNG; ADRA2B; ADRB1; NR3C1; PLG; CHRND; GABRB2; GABRA2; HTR3A; KCNK9; ADRA1B; ADRA1D; TRHR; GABRG3; TLR7; ELANE; TLR9; GABRQ; KCNK2; GABRP; PTGS1; KCNK10; CHRNE; OPRM1; GABRG2; CHRNA1; AGTR1; GLRA1; GABRA5; GABRD; HMGCR; ADRA2A; GABRG1
acute respiratory failure,NR3C1; GABRA2; GABRB1; ADRB2; ADRA2C; GRIN3A; GABRQ; GABRA1; GABRA4; GABRG2; GRIN3B; ADRA2A; GRIN2C; GABRG1; GABRB3; GABRG3; GRIN2B; GABRA3; GABRP; GABRB2; GRIN1; GRIN2A; GABRA5; GABRD; ADRA2B; GABRE; GRIN2D; GABRA6
adenoma,DRD3; SSTR2; DRD4; SSTR1; DRD2; SSTR5; OPRM1; SSTR4; DHFR; SSTR3
adenosquamous lung carcinoma,TUBB4A; TUBB2A; TUBB3; TUBB8; TUBB2B; TUBB1; EGFR; TUBB6; TUBB4B; TUBB
adrenal gland pheochromocytoma,SLC6A2; ADRA2C; ADRA2B; CSF3R; ADRA1A; ADRA2A; ADRA1B; TOP2A; ADRA1D; TH
adult B acute lymphoblastic leukemia,POLD1; POLD3; POLD2; NR3C1; TOP2A; TUBB6; TUBB4B; TUBB1; POLA1; TUBB2A; IMPDH2; DHFR; TUBB8; TUBB4A; IMPDH1; PPAT; TUBB2B; POLE3; POLE; TUBB; PRIM1; POLA2; POLE2; PRIM2; POLD4; TUBB3
adult T acute lymphoblastic leukemia,POLA2; POLE2; TOP2A; TUBB2A; POLD4; IMPDH2; DHFR; POLD1; TOP2B; POLD2; POLE3; TUBB4B; TUBB8; POLA1; IMPDH1; PRIM2; TUBB6; POLE; TUBB; TUBB3; POLD3; PSMB5; TUBB1; TUBB4A; NR3C1; PPAT; TUBB2B; PRIM1
adult T-cell leukemia/lymphoma,TUBB1; TOP2A; TUBB4B; TUBB3; IL2RA; TUBB2B; TUBB6; TUBB; TUBB4A; NR3C1; CSF3R; TUBB2A; TUBB8; TOP2B
adult acute lymphoblastic leukemia,POLD1; NR3C1; CSF3R; MS4A1; RRM1; POLD4; TUBB6; POLE; PRIM1; DHFR; POLA2; POLD3; POLE2; TUBB1; POLA1; TUBB4A; POLD2; PDGFRB; TOP2A; TUBB2B; PRIM2; KIT; TUBB4B; TUBB; TUBB3; TOP2B; PPAT; POLE3; XDH; BCR; ABL1; IMPDH1; TUBB2A; IMPDH2; TUBB8
adult acute respiratory distress syndrome,CHRNB1; CHRNG; NR3C1; CHRND; IFNAR1; PTGIR; CHRNA1; NR3C2; TLR7; CHRNE; IFNAR2; TLR9
adverse effect,GABRA3; GABRE; GABRG2; OXTR; GRIN2A; GRIN2B; GABRP; GRIN3B; SLC5A2; GABRA6; GRIN2C; GABRG1; GRIN1; GABRQ; GABRA1; GABRA4; GABRB2; GABRB3; GABRA5; ADRB1; GRIN2D; GABRA2; GABRB1; PCSK9; ADRB2; GABRG3; GABRD; HRH1; GRIN3A
aggressive behavior,GSK3B; GSK3A; SCN1A; SCN8A; HTR2A; ALDH5A1; HTR2C; SCN11A; SCN4A; IMPA1; SCN2A; SCN7A; SCN3A; SCN9A; SCN5A; SCN10A; DRD2; HTR1A
alcohol abuse,SCN4A; GABRA1; OPRK1; GRIN2D; OPRM1; GRIN3B; SRD5A3; GABRB2; SCN9A; GABRD; GRIN2B; SRD5A2; GABRA3; GABRA4; OPRD1; SRD5A1; GABRG1; GABRG3; SCN10A; GABRA5; SCN8A; GABRP; GABRE; HTR2A; KCNN4; GABRG2; SCN2A; SCN7A; GABRA6; SCN11A; GRIN1; GRIN2A; SCN5A; GRIN3A; GABRQ; SLC6A4; SCN1A; HTR2C; DRD2; GABRA2; SCN3A; GRIN2C; GABRB1; GABRB3
alcohol dependence,SCN4A; GABRA3; GABRA1; OPRK1; GABRP; PTGS1; GABRE; OPRM1; ALDH5A1; GRIN3B; FAAH; GRIA2; GRIA3; GABBR2; HCRTR2; SRD5A1; GRIK4; GABRA2; SCN3A; GRIN2C; GABRG1; GABRB3; ADRA1D; OXTR; GRIN2A; SCN5A; SCN10A; GABRA5; GABBR1; GABRQ; PTGS2; SLC6A2; GRIN2D; GRIK5; GABRA4; GABRG2; ADRA1A; SCN2A; SCN7A; SCN1A; GABRA6; GABRB2; HTR2C; CACNA1B; DRD2; CACNA2D1; GRIA1; SV2A; CHRNB2; CA4; SCN11A; SCN9A; GRIK1; GRIN1; HTR1A; TRPV1; SCN8A; SRD5A2; DRD4; CHRNA4; HTR2A; CA2; ALDH2; NR3C1; OPRD1; HCRTR1; SRD5A3; IMPA1; DRD3; GABRB1; GRIK3; GRIK2; HTR3A; ADRA1B; GABRD; GRIN3A; GRIN2B; GSK3B; GSK3A; SLC6A4; GRIA4; GABRG3
alcohol drinking,SCN4A; PTGS2; OPRK1; OPRM1; GABRG2; OPRD1; FAAH; SCN2A; GABRA2; GABRG1; GABRB1; GRIK3; SCN9A; SCN5A; GABRA5; SCN8A; GABRQ; GABRA1; GABRP; GABRE; GABRA4; GRIA2; DDC; SCN7A; GABRA6; GABRB2; GRIK4; GABRB3; GABRD; ADRA2B; GABRA3; PTGS1; CA2; GRIA3; SCN1A; ADRA2A; GRIA4; SCN3A; GRIA1; GRIK2; SCN11A; GRIK1; GABRG3; ADRA2C; TRPV1; GRIK5; DRD3; CACNA2D1; CA4; SCN10A
alcohol withdrawal,GABRA1; GABRG2; GABRG3; GABRA5; GABBR1; GRIN2B; GRIN2D; ALDH5A1; GABBR2; CACNA1B; ADRA2A; CACNA2D1; GRIN2C; GABRA3; GRIN3B; GABRA2; GABRG1; GRIN1; ADRA2C; GRIN3A; ADRA2B; SV2A; GRIN2A
alcohol withdrawal delirium,GABRG3; GABRA5; GABRG2; ADRA2C; ADRA2B; GABRA3; GABRA1; ADRA2A; GABRA2; GABRG1
allergic conjunctivitis,FKBP1A; PTGS1; ADRA2A; ADRA1B; ADRA1D; PPIA; NR3C1; ADRA1A; PTGS2; HRH1; ADRA2B; ADRA2C
allergic disease,OPRK1; TUBB4A; OPRM1; TUBB2B; TUBB6; GRIN2A; HRH1; IGHE; ADRA2B; SLC6A2; TNFSF11; TUBB2A; DRD2; ADRB2; ADRA1D; ADRA2C; ADRB3; TUBB3; TUBB8; ADRB1; TUBB1; OPRD1; PTAFR; NR3C1; ADRA1A; SIGMAR1; ADRA2A; FDPS; ADRA1B; TUBB4B; TUBB
allergic rhinitis,ADRB1; ADRA2A; ADRB2; ADRA2C; HRH1; ADRA2B; ADRA1A; CHRM1; PTAFR; ADRA1D; CYSLTR1; SLC6A2; ADRA1B; ADRB3; TRPV1; NR3C1; CHRM3; CHRM2
alopecia areata,JAK2; TYK2; JAK3; NR3C1; TEC; TLR9; BMX; ITK; JAK1; TLR7; BTK; ABCC9; TXK; PTGFR; DHFR
altitude sickness,NDUFS1; NDUFB4; PTGS2; NDUFS8; NDUFA1; CA1; NDUFS6; NDUFB11; NDUFC2; CACNA1D; NDUFB8; CA7; NDUFA11; NDUFAF3; MT-ND5; MT-ND4L; NDUFAB1; NR3C1; NDUFA2; NDUFB5; NDUFB9; CACNA1C; CA4; NDUFV1; NDUFB1; NDUFA6; MT-ND6; MT-ND3; MT-ND4; MT-ND1; NDUFS3; CA12; CACNA1S; NDUFB2; NDUFB7; CACNA1F; NDUFC1; GPD2; NDUFS7; NDUFB3; NDUFA10; NDUFAF1; NDUFA9; NDUFB10; NDUFV3; NDUFAF2; NDUFB6; NDUFS5; NDUFA12; NDUFA4L2; NDUFA13; PTGS1; CA2; NDUFA8; NDUFAF4; NDUFA5; NDUFS2; NDUFS4; NDUFA3; NDUFV2; EPOR; NDUFA4; MT-ND2; NDUFA7
alveolar rhabdomyosarcoma,TUBB; TUBB3; TUBB8; TUBB4A; TUBB6; FKBP1A; TUBB2A; TUBB4B; TOP1; TUBB1; TUBB2B
amenorrhea,PGR; NDUFB7; NDUFS7; NDUFB3; NDUFA2; NDUFS6; NDUFV3; NDUFS4; NDUFB8; NDUFA3; NDUFB1; NDUFA4L2; MT-ND2; MT-ND4; NDUFA7; NDUFB9; NDUFC2; NDUFS2; NDUFV1; NDUFS5; NDUFA6; NDUFA13; NDUFA4; MT-ND5; MT-ND4L; NDUFB4; NDUFB2; GPD2; NDUFA8; NDUFA10; NDUFB11; NDUFA11; NDUFS3; NDUFAB1; NDUFS1; ESR1; NDUFC1; NDUFS8; NDUFAF4; NDUFA1; NDUFA5; NDUFB5; NDUFAF1; NDUFA9; NDUFB10; NDUFAF2; NDUFB6; NDUFAF3; NDUFV2; NDUFA12; MT-ND6; MT-ND3; MT-ND1
amyotrophic lateral sclerosis,TNNC2; TNNC1; CNR1; TNNI2; SCN2A; SCN1A; KIT; SCN11A; SCN9A; PDE3A; SCN10A; SCN8A; FGFR3; PDGFRB; TNNT2; TNNI3; SCN3A; SCN5A; SCN4A; TNNT3; SCN7A; IGF1R; SOD1; PDE3B; GRIN2A; C5; ALDH5A1; PDGFRA; SIGMAR1
anaplastic ependymoma,TUBB1; TUBB6; TUBB2A; TUBB2B; TUBB4A; TOP2A; TUBB4B; TOP2B; CSF3R; TUBB; TUBB3; TUBB8
anaplastic large cell lymphoma,TUBB1; TNFRSF8; TUBB2A; TUBB6; RXRA; TUBB4B; RXRB; DHFR; TUBB4A; TUBB; TUBB2B; RXRG; ALK; TUBB3; TUBB8; MET; EML4; NPM1
anemia,CRBN; DNMT3A; DDB1; ADA; GRIN3A; TGFB2; RBX1; GRIN1; GRIN2A; NR3C1; GRIN3B; CUL4A; TGFB1; GRIN2D; TGFB3; DNMT1; GRIN2C; EPOR; GRIN2B
anemia (phenotype),PTGS2; POLD3; TGFB2; PTGS1; POLE2; TGFB1; VDR; TGFB3; CUL4A; PKLR; POLE3; RRM1; POLE; EPOR; PRIM1; TUBB8; EGLN2; POLD1; RBX1; CRBN; EGLN1; TUBB2A; TUBB2B; IFNAR1; IFNAR2; TUBB; POLA2; POLA1; EGLN3; DDB1; TUBB3; TUBB1; TUBB4A; IMPDH1; POLD2; NR3C1; CSF3R; PLG; PRIM2; POLD4; TUBB6; P4HTM; TUBB4B
aneurysm,GABRG2; GLRA1; P2RY12; KCNK9; KCNK3; KCNK18; KCNK10; GABRB1; GABRG3; GABRD; GABRQ; GABRA3; PTGS2; KCNK2; GABRP; PTGS1; GABRE; GABRB2; GABRG1; GABRB3; GABRA1; GABRA4; GABRA6; GABRA2; GABRA5
angina pectoris,SCN4A; GUCY1B1; PTGS2; OPRK1; PTGS1; CACNA1F; PDE10A; PDE1A; OPRD1; ADRA1A; PLG; PDE5A; AGTR1; CACNA1C; PDE9A; P2RY12; SCN5A; PDE6G; TRPV1; ADRB1; PDE4A; PDE8A; PDE6C; PDE4C; HMGCR; PDE6A; PDE6H; DRD2; PDE3B; PDE1C; PDE6D; CACNA1D; XDH; HTR3A; ADRA1B; PDE7A; SLC12A3; CACNA1S; FKBP1A; SLC29A1; PDE4D; nan; HCN4; ADORA1; HTR4; AR; ADORA2B; PDE7B; PDE3A; PDE2A; ADRB3; OPRM1; PDE8B; SERPINC1; PDE1B; ADORA2A; PDE6B; ADRB2; ADRA1D; PDE4B; ADORA3
angioedema,F11; NR3C1; ADRA2A; KLKB1; IGHE; ADRB1; ADRA1A; F12; ADRA1B; C1S; ADRA2C; HRH1; BDKRB2; ADRB2; ADRA1D; ADRB3; ADRA2B
angioimmunoblastic T-cell lymphoma,HDAC7; HDAC4; POLD3; HDAC6; HDAC10; RRM1; CD52; POLD4; POLA1; HDAC5; PRIM2; HDAC9; POLD1; POLD2; HDAC1; DNMT3A; HDAC8; POLE3; HDAC11; HDAC2; POLA2; POLE2; DNMT1; TOP2A; HDAC3; POLE; PRIM1
angiosarcoma,FLT4; ITK; FLT1; ENG; KDR; PDGFRA; KIT; CSF1R; TOP2A; FGFR3; FGFR1; PDGFRB; LCK
ankle fracture,SCN11A; SCN5A; SCN8A; SCN4A; SCN1A; SCN9A; SCN2A; SCN7A; SCN3A; SCN10A
ankylosing spondylitis,PTGER3; JAK2; RBX1; TYK2; IL17F; CRBN; SCN1A; JAK1; IL17RA; PDE4B; TNF; SCN4A; ALOX5; PTGS2; PTGS1; JAK3; PDE4C; PDE4D; DDB1; SCN9A; SCN5A; TLR7; PDE4A; IL17A; IL12B; SCN2A; SCN3A; IL6R; FDPS; DHFR; ATP4A; OPRM1; NR3C1; SCN7A; CUL4A; SCN11A; SCN10A; SCN8A; TLR9
anorexia nervosa,HTR2A; SLC6A4; ESR2; HTR2C; DRD2; DRD4; ESR1; CNR1; TNFSF11; PGR; DRD3; HTR1A
anterior ischemic optic neuropathy,KCNG1; KCNH2; KCNQ2; KCND1; KCNS1; KCNA10; KCNA6; DRD3; EDNRA; KCNS2; KCNB1; KCNF1; KCNC2; KCNG4; KCNS3; KCNH7; KCNA7; KCNA1; KCNC1; KCNC3; DDC; KCNH1; KCNG3; KCNH6; KCNB2; KCNQ5; KCNQ1; NR3C1; KCNQ4; EDNRB; KCNV1; KCND3; KCNA2; KCNA4; KCNH8; KCNQ3; KCNH4; KCNC4; KCNA5; KCNH3; KCNH5; KCNV2; KCNA3; KCNG2; KCND2
anxiety,CACNG3; CACNA1G; GABRA3; GABRA1; CACNB1; DRD4; CACNG4; GSK3B; ACHE; CACNA1I; GABRE; HTR2A; SLC6A2; SLC6A4; GABRA4; GABRG2; IMPA1; HTR2B; SCN1A; DRD2; HTR3B; CACNA1C; DRD3; GABRA2; SCN3A; GRIA1; CACNA1D; HTR3A; CHRM1; GRIK1; GRIN1; HTR3C; HTR1A; ADRA2C; SCN10A; HTR3E; ADRA2B; GABRP; CA2; CACNG1; BCHE; GRIA2; SNAP25; SCN2A; CACNA1A; SLC6A3; CACNG8; GABRA6; CACNA1B; HTR7; CACNA2D1; SLC6A1; HTR6; GABRG1; GABRB1; GABRB3; CA4; HTR1E; ADRB2; DRD5; ADRA1D; OXTR; GABRG3; CACNB4; GRIN2A; SCN5A; GABRA5; ADRB3; MAOA; CACNA1E; GRIN3A; GABRQ; SCN4A; CACNA2D2; ADRB1; TACR2; CACNG5; CACNA1S; CACNA1F; GRIN2D; CACNG7; GRIK5; GRIN3B; ADRA1A; MTNR1B; GABRB2; HTR2C; ADRA2A; CACNA2D4; CACNA2D3; SV2A; GRIN2C; CACNB2; CACNG2; CACNB3; MTNR1A; SCN9A; HTR1D; DRD1; GABRD; CACNA1H; HRH1; SCN8A; MAOB; GSK3A; ALDH5A1; GRIA3; CACNG6; HTR1B; SCN7A; GRIK4; GRIA4; HTR5A; GRIK3; HTR4; GRIK2; SCN11A; ADRA1B; HTR1F; HTR3D; GRIN2B
anxiety disorder,GABRA1; DRD4; GABRB2; HTR2C; GABRG1; HTR1A; GABRA6; DRD2; HRH1; GABRA3; HTR2A; SLC6A4; GABRA2; GABRB1; GABRG3; SLC6A2; GABRA4; GABRG2; DRD3; GABRB3; GABRA5
aortic stenosis,GABRP; KCNK10; HMGCR; GABRG2; AGTR1; GABRA2; P2RY12; KCNK9; KCNK3; NPC1L1; ADRB1; PTGS1; SLC5A2; GABRA6; NR3C2; ACE; GABRG1; GABRB3; KCNK18; GABRA1; KCNK2; GABRE; GABRA4; OPRM1; SERPINC1; F10; PDE5A; GABRB2; F2; GABRG3; GABRA3; PTGS2; GLRA1; GABRB1; VKORC1; GABRA5; GABRD; GABRQ
appendicitis,ACHE; OPRM1; CHRM3; SCN1A; SCN7A; SCN3A; SCN11A; CHRM1; SCN4A; SCN2A; SCN9A; SCN5A; SCN10A; SCN8A
arthritis,TRPV1; PTGS2; PTGS1; TRPA1; SCN2A; SCN9A; SCN5A; FAAH; SCN3A; SCN8A; DHFR; TNF; SCN4A; NR3C1; SCN7A; SCN1A; TRPM8; SCN11A; SCN10A
asthma,IL4R; IL5RA; TUBB1; ATP4A; NR3C1; ADORA2A; SCN2A; SCN7A; ADRA2A; PDE3B; ADORA1; ADRB2; ADORA2B; CYSLTR1; TUBB6; PTGDR2; GRIN2A; SCN5A; ADRA2C; SCN8A; IGHE; DHFR; ADORA3; ALOX5; GUCY1B1; PDE4A; PTGS2; PDE4C; VDR; ALDH5A1; IL5; nan; CHRM3; TUBB2A; TRPM8; CHRNB2; SCN11A; IL13; ADRA1D; TUBB4B; HRH1; ADRA2B; ADRB1; FGFR3; SLC6A2; PDE4D; PDGFRB; TUBB2B; TSLP; SIGMAR1; CACNA2D1; CHRM1; SCN9A; ADRA1B; PDE3A; SCN10A; ADRB3; TUBB; SCN4A; PTGS1; CHRNA4; TRPA1; TUBB4A; HMGCR; ADRA1A; PDGFRA; SCN1A; SCN3A; KIT; P2RY12; PDE4B; TUBB3; TUBB8
astrocytoma,MAP2K2; TUBB6; TUBB8; GSR; TUBB4A; TUBB2A; TUBB4B; FKBP1A; TUBB; TUBB3; TUBB1; PLG; TUBB2B; MAP2K1
