disease_name,gene_name
bladder tumor,SCN4A; FLT4; POLD1; POLE2; POLA1; POLD2; EPCAM; FLT3; TUBB2B; PRIM2; POLE3; FGFR4; RRM1; POLD4; POLE; PDCD1; SCN8A; PRIM1; POLA2; PARP3; FGFR2; FGFR3; POLD3; FGFR1; ESR1; RBX1; SCN2A; SCN7A; TUBB2A; CD3D; DDB1; SCN11A; TYMS; TUBB4B; TUBB3; PTGS1; FLT1; TUBB4A; CRBN; CD274; KDR; PARP2; SCN3A; KIT; CTLA4; RET; TUBB6; CSF1R; TUBB; PTGS2; TUBB1; PDGFRB; IDO1; PDGFRA; CUL4A; PARP1; SCN1A; CD3G; SCN9A; SCN5A; SCN10A; CD3E; TUBB8
blastic plasmacytoid dendritic cell neoplasm,POLA2; TUBB1; POLD2; NR3C1; DNMT3A; PPAT; DNMT1; TUBB2A; EEF2; POLD4; POLE; DHFR; TUBB8; POLD3; POLA1; TUBB2B; PRIM2; RRM1; TUBB6; IL3RA; PRIM1; POLE2; TUBB4A; POLE3; MS4A1; BCL2; TUBB; POLD1; TOP2A; TUBB4B; TUBB3
blindness (disorder),NDUFB4; NDUFB2; NDUFS7; NDUFA5; NDUFA10; NDUFAF1; NDUFA9; NDUFB9; NDUFC2; NDUFAF2; NDUFA11; NDUFAF3; NDUFB1; MT-ND1; NDUFS8; NDUFB3; NDUFA2; NDUFB5; NDUFS6; NDUFV3; NDUFS4; NDUFB6; NDUFV2; NDUFA12; NDUFA13; MT-ND5; NDUFA7; NDUFS1; NDUFB7; NDUFC1; VEGFA; GPD2; NDUFA8; NDUFB10; NDUFS2; NDUFV1; NDUFA4; MT-ND6; MT-ND2; MT-ND4L; NDUFS3; NDUFAB1; NDUFAF4; NDUFA1; NDUFB11; NDUFB8; NDUFS5; NDUFA3; NDUFA6; NDUFA4L2; MT-ND3; MT-ND4
blood coagulation disease,PTGS2; OPRM1; SERPINC1; CHRM3; FGG; CHRM2; ADRB3; ADRB1; PLG; F10; ADRB2; FGB; SCN4A; ESR1; PTGS1; VDR; ADRA1B; FGA; ADRA2C; ADRA1A; ADRA2A; CHRM1; ADRA1D; ADRA2B
body weight gain,DRD4; NDUFB2; HTR2A; NDUFC1; GLP1R; NDUFA8; NDUFA1; NDUFA10; NDUFA2; SCN2A; NDUFAF1; NDUFA9; NDUFS6; NDUFS2; NDUFV3; NDUFV1; SCN9A; NDUFV2; NDUFA12; NDUFA4L2; NDUFA13; NDUFA4; MT-ND6; MT-ND2; MT-ND4; MT-ND1; NDUFAB1; SCN4A; NDUFS1; NDUFS8; GPD2; NDUFS7; NDUFB3; NDUFAF4; SCN7A; NDUFB10; HTR2C; NDUFB9; DRD2; SCN3A; NDUFB6; NDUFB8; SCN11A; NDUFS5; NDUFAF3; NDUFA6; MT-ND3; NDUFS3; NDUFB4; NDUFA5; NDUFB5; NDUFB11; DRD3; NDUFAF2; NDUFS4; HTR1A; NDUFB1; SCN5A; HRH1; SCN8A; CALCR; NDUFB7; HRH3; SCN1A; NDUFC2; NDUFA3; NDUFA11; OXTR; SCN10A; MT-ND5; MT-ND4L; NDUFA7
bone fracture,SCN4A; GABRA1; PTGS2; ACHE; NDUFB7; VDR; OPRM1; NDUFS7; NDUFA8; TNFSF11; PLG; IMPA1; SCN7A; ESR2; NDUFB10; SCN1A; GABRA6; GABRB2; NDUFB11; NDUFB9; HTR3B; NDUFC2; FDPS; NDUFAF2; SCN11A; SCN9A; CHRNB1; NDUFA3; GRIN1; NDUFB1; GABRD; NDUFA4; HRH1; TRPV1; SCN8A; GRIN3A; MT-ND5; MT-ND4; NDUFS3; GRIN2B; CASR; KCNK2; ESR1; PTGS1; CHRNE; NDUFC1; GABRG2; GRIN3B; NDUFB3; NDUFAF4; NDUFA1; CHRND; GLRA1; ADRA2A; GABRA2; PTH1R; GRIN2C; GABRG1; INSR; KCNK3; NDUFAF3; HTR3C; GABRG3; GRIN2A; SCN5A; NDUFA12; SCN10A; NDUFA4L2; NDUFA13; HTR3E; HTR3D; GABRA5; MT-ND6; GABRQ; GABRA3; NDUFS1; NDUFB2; GABRP; GABRE; GRIN2D; NR3C1; GPD2; FAAH; NDUFA10; NDUFB5; SCN2A; NDUFAF1; SCN3A; CACNA2D1; NDUFS2; GABRB1; NDUFS4; NDUFB8; HTR3A; SOST; NDUFS5; KCNK9; NDUFA11; ADRA2C; KCNK18; CHRNG; MT-ND1; ADRA2B; NDUFAB1; CALCR; NDUFB4; GSK3B; KCNK10; GSK3A; GABRA4; NDUFS8; NDUFA5; NDUFA2; CHRNA1; NDUFA9; NDUFS6; NDUFV3; NDUFB6; GABRB3; NDUFV1; NDUFV2; NDUFA6; MT-ND2; MT-ND3; MT-ND4L; NDUFA7
bone marrow failure syndrome,POLA2; POLD1; POLD3; POLE2; POLA1; POLD2; POLE3; RRM1; POLE; PRIM1; DHFR; FKBP1A; PRIM2; POLD4
bone sarcoma,POLA1; POLE3; TLR7; POLA2; POLD1; POLE2; TOP2A; RRM1; POLD4; POLE; PDCD1; POLD3; POLD2; PRIM2; MTOR; DHFR; FKBP1A; PRIM1
botulism,KCNQ4; KCNA10; KCNV2; KCNA3; KCND2; KCNH2; KCNQ2; KCNH4; KCND1; KCNA7; KCNA1; KCNA5; KCNC3; KCNA6; KCNV1; KCNC2; KCNG4; KCNG3; KCND3; KCNH6; KCNA2; KCNH8; KCNQ3; KCNH7; KCNG1; KCNQ1; KCNS1; KCNH3; KCNS2; KCNB1; KCNF1; KCNS3; KCNQ5; KCNC4; KCNC1; KCNH5; KCNH1; KCNG2; KCNA4; KCNB2
brachial plexus neuropathy,PDE6C; PDE4C; PDE10A; PDE6A; PDE8B; PDE4D; ADORA2A; PDE6B; PDE4B; PDE2A; PDE4A; PDE5A; PDE6H; PDE3B; PDE1C; PDE6D; ADORA2B; PDE7A; PDE8A; PDE1A; PDE1B; PDE9A; PDE7B; PDE3A; PDE6G
brain aneurysm,GABRA3; PTGS2; GABRP; PTGS1; GABRE; GABRA4; GABRG2; GABRA6; GABRB2; CACNA1D; GABRG1; KCNK3; GABRD; GABRA1; ADRB1; CACNA1F; ADRA2A; GABRA2; GABRB3; ADRB2; P2RY12; KCNK9; GABRG3; ADRA2C; GABRA5; ITGB3; GABRQ; ITGA2B; CACNA1S; KCNK2; FKBP1A; HMGCR; CACNA1C; NR3C2; GABRB1; PDE3A; KCNK18; ADRA2B; KCNK10; GLRA1
brain cancer,TOP2B; GSK3B; IMPDH1; POLD2; VEGFA; NR3C1; PPARG; IMPA1; ERBB2; EGFR; POLE3; POLD4; TUBB6; CHEK2; PRIM1; TOP1; DHFR; TUBB8; POLA2; POLD3; TUBB1; POLA1; GSR; GSK3A; TUBB2A; PRIM2; HTR3A; RRM1; HDAC3; TYMS; IMPDH2; ERBB4; TUBB4B; TUBB; TLR7; POLD1; PTGS2; HDAC6; HDAC1; TOP2A; TUBB2B; CHEK1; PDCD1; HDAC2; CD47; TUBB3; POLE2; TUBB4A; CSF3R; POLE; TXNRD1
brain disease,FGR; FYN; ABL1; HCK; PDGFRB; PDE1B; SRMS; PDE6B; PDE6D; HTR3A; PDE7B; TYMS; LCK; ADRA2C; GABRA5; HDAC2; LYN; GABRP; PDE6C; GABRG2; PDE4D; PDE1A; ADORA2A; GABRA6; EGFR; ADRA2A; PDE3B; PDE1C; KIT; GABRB1; GABRB3; ADORA2B; YES1; PDE4B; BCR; SRC; GABRQ; ADRA2B; GABRA3; GABRA1; PDE4A; PDE8A; HDAC6; GABRA4; FRK; PDE10A; PDE8B; PDE6A; BLK; PDE5A; PDE6H; PDE9A; HDAC3; PDE6G; GABRD; PDE7A; GABRE; PDE4C; HDAC1; ERBB2; EPHA2; GABRB2; GABRA2; GABRG1; PDE3A; GABRG3; PDE2A
brain injury,GUCY1B1; DRD4; ACHE; GABRP; KCNK10; SLC6A2; CHRNE; SLC6A4; OPRM1; HMGCR; IL1R1; GRIN3B; FAAH; nan; SCN7A; MMP7; ESR2; AGTR1; GABRA6; DRD2; SLC22A8; ADRA2A; GABRB1; AVPR1A; GABRB3; HTR3A; ADRB2; KCNK3; GRIN1; SCN5A; ADRA2C; SCN10A; GABRA5; EPOR; KCNJ11; GABRD; ADRB3; TRPV1; GRIN3A; GABBR1; GABRQ; GRIN2B; ADRA2B; SCN4A; GABRA3; GABRA1; ADRB1; PGR; ESR1; GRIN2D; GABRA4; GABRG2; BCHE; TACR1; MMP8; PLG; AVPR2; CHRND; SCN2A; MMP13; SLC6A3; SCN1A; DRD3; GABRA2; CACNA2D1; GABRG1; SCN9A; GABRG3; GRIN2A; KCNK18; PPIA; MMP1; CHRNG; SCN8A; PTGS2; KCNK2; COMT; PTGS1; GABRE; ALDH5A1; VEGFA; GHR; SERPINC1; ADRA1A; SNAP25; GABRB2; GLRA1; SCN3A; PTGIR; GRIN2C; SLC22A11; CHRNB1; ABCC8; GLP1R; MTNR1B; GABBR2; CHRNA1; PDE5A; SCN11A; MTNR1A; CHRM1; AR; KCNK9; ADRA1B; ADRA1D; SLC22A6
brain ischemia,SCN4A; NDUFS1; GUCY1B1; CA2; GRIK5; GRIA2; MTNR1B; GABRA6; ADRA2A; GABRA2; GRIA4; GABRG1; GABRB1; ADORA1; NDUFAF2; GABRB3; CA4; GRIK1; NDUFA11; NDUFB1; NDUFA6; SCN10A; EPOR; GABRD; SCN8A; NDUFS3; ITGB3; ADRA2B; GABRA1; GABRP; NDUFC1; GABRG2; NDUFS7; PLG; NDUFAF4; NDUFA10; SCN2A; NDUFA9; SCN1A; NDUFS6; GABRB2; NDUFC2; SCN3A; GRIA1; NDUFS2; GRIK3; GRIK2; SCN11A; SCN9A; GABRG3; SCN5A; NDUFA13; MT-ND3; NDUFA7; GABRQ; NDUFAB1; GABRA3; NDUFB4; NDUFB2; GABRE; GABRA4; NDUFS8; NDUFB3; NDUFA8; NDUFAF1; NDUFB11; GRIK4; NDUFS4; NDUFB8; NDUFV1; MTNR1A; ADORA2B; NDUFAF3; NDUFV2; ADRA2C; NDUFA12; NDUFA4L2; GABRA5; MT-ND4; MT-ND1; NDUFB7; GPD2; nan; NDUFA1; GRIA3; ADORA2A; NDUFA5; NDUFA2; NDUFB5; SCN7A; NDUFB10; NDUFB9; NDUFV3; NDUFB6; NDUFS5; NDUFA3; NDUFA4; MT-ND6; MT-ND2; MT-ND5; MT-ND4L; ADORA3
brain neoplasm,POLA2; FLT4; ADRB1; PTGS2; POLD3; ESR1; NDUFB7; TUBB1; FLT1; MET; NDUFS8; VEGFA; PDGFRB; GRIN3B; NDUFA8; CSF3R; TGFB3; GRIA2; ADRA1A; TUBA1B; IL13RA2; NDUFAF4; SRMS; TUBA4A; PPAT; NDUFA5; DNMT1; NDUFA2; TOP2A; PDGFRA; SCN7A; TUBB2A; TUBB2B; ERBB2; SLC6A3; NDUFS6; GLRA1; PRIM2; EGFR; NDUFB9; CACNA1C; TUBA3E; GRIA4; KIT; BRAF; SV2A; NDUFV3; GABRB1; NDUFB6; RET; NDUFB8; TUBA1A; KCNK9; NDUFA3; HDAC3; RRM2; TUBB6; NDUFAF3; GABRG3; NDUFB1; SCN5A; ADRA2C; SCN10A; NDUFA4L2; KCNK18; TUBB; HDAC2; SCN8A; SRC; TXNRD1; MT-ND2; MT-ND5; DHFR; TUBB8; ADRA2B; SCN4A; FYN; RARB; TOP2B; IL4R; TGFB2; HDAC6; GABRP; KCNK10; HCK; CACNA1F; SLC6A2; GSR; TGFB1; CDK6; NDUFC1; NR3C1; NDUFS7; HDAC1; NDUFB3; DNMT3A; FLT3; MAP2K2; KDR; NDUFA10; IL13RA1; RAF1; NDUFB5; SCN2A; CYP19A1; NDUFA9; NDUFB10; EML4; SCN1A; GABRB2; NDUFB11; ADRA2A; GABRA2; SCN3A; GRIA1; NDUFAF2; GABRB3; RRM1; NDUFS5; MAP2K1; NDUFA11; NDUFV2; NDUFA12; NDUFA6; NDUFA13; TUBB4B; ADRB3; NDUFA4; EPHB4; TUBA3C; GRIN3A; MT-ND3; MT-ND1; MT-ND4L; NDUFS3; TUBB3; FGR; NDUFAB1; GABRA3; GABRA1; NDUFS1; POLD1; NDUFB4; CACNA1S; KCNK2; FKBP1A; NDUFB2; PTGS1; POLE2; TUBB4A; IMPDH1; GABRA4; OPRM1; GABRG2; GPD2; LRP1; RARA; BLK; NDUFAF1; PDE5A; SLC5A2; EPHA2; CACNA1B; NDUFC2; NDUFS2; GRIN2C; NDUFS4; TUBA1C; NDUFV1; SCN11A; ADRA1B; ALK; ADRA1D; POLD4; YES1; POLE; LCK; GRIN2A; TOP1MT; BCR; PDCD1; PPIA; CSF2RA; MT-ND6; MT-ND4; TOP1; RRM2B; ABL1; POLA1; GABRE; GRIN2D; POLD2; FRK; ALDH5A1; PLG; NDUFA1; GRIA3; CDK4; GABRA6; POLE3; CACNA1D; GABRG1; ADRB2; SCN9A; KCNK3; RARG; GRIN1; IMPDH2; ERBB4; CSF1R; GABRA5; GABRD; PRIM1; LYN; NDUFA7; GABRQ; GRIN2B
breast adenocarcinoma,CD38; HDAC7; POLD1; ESR1; HDAC6; TUBB1; POLA1; AKT2; CDK6; HDAC5; GNRHR; VEGFA; DNMT3A; CD274; PARP2; CHRM3; HDAC8; HDAC3; TUBB4B; TUBB; HDAC2; TUBB8; POLA2; HDAC9; HDAC4; LAG3; TGFB2; ABL1; HDAC10; TUBB4A; POLD2; HDAC1; AKT3; PIK3CA; MAP2K2; TOP2A; ERBB2; AR; POLD4; TUBB6; PDCD1; POLD3; TGFB3; DNMT1; TUBB2A; TUBB2B; CYP19A1; ESR2; AKT1; PARP1; EGFR; MS4A1; HDAC11; CTLA4; RRM1; CHRM1; MAP2K1; PIK3CD; POLE; CHRM2; PRIM1; TUBB3; POLE2; PSMB5; TGFB1; OPRM1; CDK4; PRIM2; POLE3; ERBB4; CSF2RA
breast cancer,NDUFAB1; NOS2; SCN4A; POLA2; ATP1A2; NDUFS1; TYMP; IFNGR1; FLT4; PARP3; HDAC9; PIK3CB; HDAC7; POLD1; NDUFB4; FGFR2; HDAC4; PTGS2; POLD3; FGFR1; CACNA1S; XPO1; MMP2; AURKA; FKBP1A; LAG3; NDUFB2; ESR1; HSP90AB1; ABL1; RBX1; HDAC10; KCNK10; POLE2; PSMB5; TUBB1; PTK6; STS; SLC6A2; GSR; TUBB4A; AKT2; PIK3R2; CDK6; EPHB6; POLD2; ENG; SLC6A4; HDAC5; GNRHR; NDUFC1; NDUFS8; ALDH2; VDR; OPRM1; HMGCR; ITK; NR3C1; GPD2; NDUFS7; TACR1; GRIN3B; EPHA4; AKT3; APH1A; PIK3R3; NDUFB3; CSF3R; TGFB3; CD274; TNFSF11; ADRA1A; PLG; NDUFAF4; NDUFA1; IL1B; AVPR2; TUBA4A; KDR; SMO; NDUFA5; NDUFA10; NDUFA2; TOP2A; RAF1; CHRM3; IL2RA; MTNR1B; CDK4; GPNMB; NDUFB5; SCN2A; SCN7A; BLK; TUBB2A; TUBB2B; NDUFAF1; CYP19A1; LHCGR; NDUFA9; SSTR1; ESR2; NDUFB10; SLC39A6; PIK3R5; TP53; ERBB2; IFNAR1; AKT1; SLC6A3; PLK4; RXRG; CTSK; PSEN2; SCN1A; EPHA5; GABRA6; PRIM2; EGFR; EPHA1; NDUFB11; NDUFB9; POLE3; CYP17A1; CHEK1; NDUFC2; EDNRA; GABRA2; SCN3A; CACNA2D1; FZD7; CACNA1D; KIT; NDUFS2; ACE; NDUFV3; FDPS; GRIN2C; GABRG1; ATP1A1; HDAC11; CTLA4; NDUFS4; TLR3; TERT; NDUFB6; AVPR1A; WEE1; PRKCB; TUBA1A; TUBA1C; NDUFV1; CHRM1; NDUFS5; MAP2K1; AR; SCN9A; ALCAM; NDUFA3; INSR; KCNK3; PIK3CD; HDAC3; ADRA1D; TUBB8B; TNKS; TUBB6; YES1; GRIN1; TYMS; POLE; NDUFAF3; NDUFV2; ERBB4; AURKB; CSF1R; GRIN2A; NDUFB1; SCN5A; TACSTD2; NDUFA12; NDUFA6; SCN10A; MUC1; NDUFA4L2; NDUFA13; GABRA5; RXRA; BCR; TUBB4B; PDCD1; TUBB; EPHB4; HDAC2; HRH1; TLR7; TRPV1; TUBA3C; AVPR1B; PRIM1; CSF2RA; MT-ND6; MT-ND2; GRIN3A; MT-ND5; MTOR; MT-ND3; MT-ND4; MT-ND1; TOP1; RXRB; HBA1; MT-ND4L; NDUFS3; TLR9; TUBB3; TUBB8; NDUFA7; GRIN2B; ADRA2B; SSTR3; FGR; CFTR; ADRB1; EPHA3; ERBB3; PRKCQ; PRKCZ; FGFR3; MAOB; RARB; TOP2B; EPHA6; PGR; OPRK1; ABCB1; PTHLH; ANGPT2; PTGS1; JAK2; NDUFB7; MKNK2; IL2RB; MMP9; CD40; POLA1; GABRE; FLT1; DHODH; TGFB1; PIK3CG; MET; GABRA4; VEGFA; PDGFRB; PRKD3; NFE2L2; HDAC1; FAAH; MMP8; NDUFA8; DNMT3A; TEK; PIK3CA; FLT3; CDK2; TUBA1B; THRA; PRKCG; MAP2K2; PARP2; ANO1; RARA; SSTR4; ATP1A4; EPHB2; PDGFRA; CDK9; MMP7; BRDT; APH1B; IGF1R; CYP11A1; MFGE8; SLC5A2; BRD4; EPHA2; PARP1; AGTR1; NDUFS6; PIK3R1; HDAC8; MMP3; CACNA1C; NR3C2; TUBA3E; EPHB1; FZD1; BRAF; IFNAR2; IFNGR2; SSTR5; JAK1; NCSTN; FZD5; CXCR1; RET; NDUFB8; RRM1; MLST8; SCN11A; FNTA; ADRB2; BRD3; PRKCE; RARG; NDUFA11; POLD4; NPM1; TIGIT; EPHB3; LCK; ADRA2C; PRKD1; TOP1MT; TNFRSF4; EPOR; HBA2; NDUFA4; MMP1; SCN8A; SRC; TXNRD1; BRD2; DHFR; LYN; FNTB; BTK; FYN; GABRA3; PRKCH; PDK3; PSEN1; HSP90AA1; KCNK2; AKR1B1; NOS1; TGFB2; HDAC6; GABRP; CHRNA4; HCK; GRIN2D; FRK; MAPK14; GABRG2; HRH2; CRBN; IL1R1; MPL; SERPINC1; CNR1; PGF; CXCR4; SRMS; DNMT1; PPARG; NT5E; EPHA7; MDM2; MMP13; CUL4A; RPTOR; DRD2; ADRA2A; ANGPT1; PRKCA; MMP14; GART; IL6R; CHRNB2; FGFR4; GABRB1; PRKCI; PRKCD; NDUFAF2; KLKB1; NOS3; CDK5; HTR3A; IGF2; DDB1; MTNR1A; BCL2; ATR; FZD8; SSTR2; CXCR2; GABRG3; EPHA10; CSF1; KCNK18; TNFRSF18; DPYD; PSENEN; MMP12; GABRQ; PDK4; PDK2; IGF1; GABRA1; TNC; TNFRSF9; EPHA8; MKNK1; ACHE; PRMT5; CACNA1F; CEACAM5; ATP1A3; ATP4A; IMPDH1; TNKS2; FOLR1; ALDH5A1; FGF1; OPRD1; CLU; CDK7; KLRC1; KIF11; PDPK1; EML4; GABRB2; GLRA1; THRB; PDK1; GABRB3; KCNK9; ADRA1B; CDK1; ALK; CYSLTR1; FZD2; CHRM2; GABRD; SEMA4D; ADRB3; MAOA; PPIA; ESRRG; CD3E; HBB
breast carcinoma,SCN4A; NDUFS1; HDAC9; HDAC7; POLD1; NDUFB4; POLD3; FKBP1A; NDUFB2; ESR1; PSMB5; CD40; FLT1; GSR; TUBB4A; AKT2; CDK6; TNKS2; NDUFS8; VEGFA; HMGCR; NDUFB3; CSF3R; CD274; PIK3CA; NDUFAF4; NDUFA1; S1PR4; ADORA2A; NDUFA5; NDUFA10; NDUFA2; SSTR4; SCN7A; TUBB2B; NDUFA9; ESR2; NDUFB10; AKT1; NDUFS6; HDAC8; NDUFB11; KIT; NDUFS4; RRM1; NDUFV1; SCN11A; MAP2K1; ATR; POLD4; TUBB6; TYMS; NDUFAF3; S1PR5; NDUFB1; BCR; TUBB4B; PDCD1; HDAC2; MT-ND6; MT-ND2; MT-ND5; MT-ND3; MT-ND4L; S1PR3; LYN; TUBB8; S1PR2; NDUFA7; SSTR3; FGR; NDUFAB1; FLT4; HDAC4; PTGS2; HSP90AA1; AURKA; HDAC6; HSP90AB1; ABL1; HDAC10; POLE2; TUBB1; POLD2; HDAC5; GNRHR; NDUFC1; FRK; AKT3; NDUFA8; TGFB3; SRMS; TOP2A; CDK4; NDUFB5; TUBB2A; NDUFAF1; CYP19A1; ERBB2; PARP1; PRIM2; NDUFB9; NDUFC2; NDUFS2; NDUFV3; HDAC11; NDUFB6; NDUFB8; NDUFS5; SCN9A; ADORA2B; TNKS; POLE; ERBB4; SSTR2; SCN5A; NDUFA12; SCN10A; NDUFA4L2; TUBB; PRIM1; MT-ND4; NDUFS3; DHFR; FNTB; TUBB3; FYN; POLA2; PARP3; TGFB2; NDUFB7; POLA1; TGFB1; ATP4A; PDGFRB; GPD2; NDUFS7; HDAC1; TNFSF11; MAP2K2; PARP2; PDGFRA; SCN2A; SSTR1; EPHA2; SCN1A; POLE3; JAK1; ADORA1; CTLA4; FNTA; NDUFA3; S1PR1; HDAC3; NDUFA11; YES1; NDUFV2; NDUFA6; MUC1; NDUFA13; SCN8A; MT-ND1; TOP1; JAK2; HCK; MET; OPRM1; NR3C1; KDR; BLK; EGFR; SCN3A; SSTR5; NDUFAF2; AR; PTGER4; PIK3CD; LCK; NDUFA4; SRC; ADORA3
breast carcinoma in situ,TUBB4A; NDUFC1; NR3C1; NDUFB3; NDUFA10; TUBB2A; NDUFAF1; NDUFS6; NDUFB11; NDUFS2; NDUFA3; NDUFV2; NDUFA4L2; NDUFA13; MT-ND1; NDUFS3; TUBB8; NDUFA7; NDUFAB1; NDUFB4; TUBB1; NDUFS7; NDUFAF4; NDUFA1; TUBB2B; CYP19A1; NDUFB10; IFNAR1; IFNAR2; NDUFV3; NDUFB8; NDUFV1; NDUFS5; TUBB6; NDUFB1; TUBB4B; NDUFA4; HRH1; MT-ND2; MT-ND4L; TUBB3; NDUFS1; ESR1; NDUFB7; HRH2; GPD2; NDUFA8; NDUFA5; TOP2A; NDUFB5; NDUFC2; NDUFAF2; NDUFS4; PDCD1; MT-ND5; MT-ND3; MT-ND4; PTGS2; NDUFB2; NDUFS8; NDUFA2; NDUFA9; ESR2; NDUFB9; TLR3; NDUFB6; NDUFA11; NDUFAF3; NDUFA12; NDUFA6; TUBB; MT-ND6
breast ductal adenocarcinoma,TUBB2A; TUBB2B; ERBB2; TUBB3; TUBB1; TUBB4B; TUBB; ESR1; CDK4; EGFR; TUBB4A; CDK6; ESR2; TUBB6; TUBB8
breast ductal carcinoma in situ,SCN4A; NDUFS1; ESR1; NDUFS8; NDUFS7; TUBB2A; TUBB2B; NDUFAF1; CYP19A1; ESR2; NDUFB11; NDUFC2; NDUFB8; NDUFA3; NDUFA11; NDUFV2; OXTR; TUBB4B; MT-ND6; MT-ND2; MT-ND4L; TUBB3; TUBB8; NDUFA7; NDUFB4; PDK3; NDUFA2; NDUFB5; NDUFA9; NDUFB10; ERBB2; NDUFS2; SCN11A; SCN9A; TUBB6; NDUFB1; NDUFA13; NDUFA4; NDUFS3; SSTR3; PDK2; PGR; NDUFB2; TUBB1; TUBB4A; NDUFC1; VDR; OPRM1; GPD2; NDUFAF4; NDUFA5; SCN2A; SSTR1; RXRG; NDUFS6; SCN3A; NDUFV3; FDPS; NDUFAF2; NDUFS4; NDUFB6; NDUFV1; NDUFS5; NDUFAF3; NDUFA12; PDCD1; SCN8A; CSF2RA; MT-ND3; MT-ND4; RXRB; NDUFAB1; PDK4; NDUFB7; NR3C1; NDUFB3; NDUFA8; NDUFA1; NDUFA10; TOP2A; SCN7A; SCN1A; NDUFB9; PDK1; SSTR5; SSTR2; SCN5A; NDUFA6; SCN10A; NDUFA4L2; RXRA; TUBB; ESRRG; MT-ND5; MT-ND1
breast neoplasm,FGR; POLA2; ATP1A2; FLT4; PARP3; TNC; HDAC9; PDE4A; FGFR2; PDE8A; PTGS2; RARB; POLD3; GSK3B; FKBP1A; ESR1; HDAC6; PTGS1; TUBB1; PTK6; POLA1; GABRE; FLT1; TUBB4A; AKT2; PDE4C; CDK6; PIK3CG; EPHB6; POLD2; GABRA4; FOLR1; VDR; NR3C1; PDGFRB; EPHA4; HDAC1; AKT3; PIK3R3; CSF3R; TEK; CD274; FLT3; PDE1B; TUBA1B; TUBA4A; KDR; PARP2; DNMT1; TOP2A; PDE6B; PDGFRA; CDK4; BLK; TUBB2B; CYP19A1; APH1B; ESR2; IGF1R; ERBB2; AKT1; EPHA5; PIK3R1; GABRA6; GABRB2; PRIM2; EGFR; EPHA1; HDAC8; GABRA2; EPHB1; KIT; IFNAR2; PDE9A; ATP1A1; PRKCB; HTR3A; IGF2; TUBA1A; TUBA1C; AR; P2RY12; PDE7B; PIK3CD; HDAC3; POLD4; TUBB6; YES1; POLE; ERBB4; CSF1R; EPHA10; GRIN2A; TOP1MT; GABRA5; PDCD1; TUBB; TUBA3C; PRIM1; MTOR; DHFR; TLR9; TUBB3; TUBB8; GRIN2B; FYN; GABRA3; GABRA1; CD44; POLD1; HDAC4; FGFR3; FGFR1; PSEN1; TGFB2; GABRP; ABL1; HDAC10; POLE2; STS; TGFB1; HDAC5; PDE10A; VEGFA; HMGCR; ITK; TGFB3; PIK3CA; ADORA2A; TUBB2A; KIF11; PDE6H; PARP1; TUBA3E; PDE3B; SCN3A; PDE1C; GART; FDPS; NCSTN; GABRG1; GABRB1; RET; GABRB3; SCN11A; KCNK9; TYMS; GABRG3; LCK; GABRD; TUBB4B; EPHB4; CSF2RA; TOP1; LYN; SCN4A; TYMP; PIK3CB; ERBB3; EPHA8; EPHA6; PGR; KCNK2; AURKA; PDE6C; IL2RB; KCNK10; HCK; PIK3R2; ATP4A; GNRHR; OPRM1; PDE8B; GABRG2; PDE4D; GRIN3B; MAP2K2; SMO; ATP1A4; PDE6A; EPHB2; IL2RA; NT5E; EPHA7; SCN2A; SCN7A; SLC39A6; IFNAR1; SCN1A; GLRA1; POLE3; PDE6D; HDAC11; RRM1; RARG; SCN5A; TACSTD2; PDE4B; SCN10A; PDE6G; PDE2A; HDAC2; SCN8A; SRC; GRIN3A; PSENEN; PDE7A; GABRQ; IGF1; EPHA3; HDAC7; ATP1A3; GRIN2D; FRK; GHR; PDE1A; APH1A; DNMT3A; TNFSF11; SRMS; RARA; PDE5A; PIK3R5; EPHA2; PSEN2; MS4A1; CCR5; GRIN2C; FNTA; MAP2K1; SCN9A; ADORA2B; KCNK3; BCL2; PDE3A; ATR; GRIN1; EPHB3; BCR; KCNK18; DPYD; HRH1; FNTB
bronchiolitis obliterans,IFNGR1; JAK2; FLT1; KDR; IFNGR2; JAK1; ADRB2; FGFR3; PSMB5; NR3C1; PPIA; FLT4; FKBP1A; PDGFRB; CYSLTR1; FGFR2; FGFR1; PDGFRA; FGFR4
bronchoalveolar adenocarcinoma,PSMB5; NDUFS7; NDUFB3; NDUFAF4; NDUFB5; TUBB2A; TUBB2B; NDUFAF1; NDUFB10; EGFR; NDUFS4; NDUFA3; TUBB6; NDUFB1; NDUFA12; NDUFA4L2; TUBB; MT-ND2; MT-ND4; NDUFS1; AKT2; NDUFS8; NDUFA8; NDUFA5; NDUFA10; NDUFS6; NDUFB9; NDUFV3; NDUFV1; NDUFS5; NDUFA4; MT-ND6; NDUFS3; TUBB8; NDUFAB1; TUBB1; NDUFC1; NDUFA2; NDUFS2; NDUFAF2; NDUFB8; NDUFA11; NDUFAF3; NDUFV2; NDUFA13; TUBB4B; MT-ND5; MT-ND1; MT-ND4L; DHFR; NDUFA7; NDUFB4; NDUFB2; NDUFB7; TUBB4A; GPD2; AKT3; NDUFA1; NDUFA9; AKT1; NDUFB11; NDUFC2; GART; NDUFB6; TYMS; NDUFA6; MT-ND3; TUBB3
