disease_name,gene_name
Myocardial Ischemia,GABRA3; GABRA1; NDUFS1; PDE4A; PTGS2; CACNA1S; KCNK2; FKBP1A; NDUFB2; NDUFB7; CACNA1F; PDE10A; SLC29A1; GABRG2; PDE4D; PDE1A; NDUFS7; NDUFB3; NDUFA8; NDUFA1; PDE6A; NDUFS6; GABRB2; GLRA1; NDUFB11; NDUFB9; CACNA1C; NR3C2; NDUFS2; PDE9A; GABRG1; NDUFV1; NDUFA3; GABRG3; NDUFA13; GABRA5; PDE2A; MT-ND2; MT-ND5; MT-ND4; GABRQ; NDUFB4; GABRE; SLC6A4; GPD2; SERPINC1; PDE1B; NDUFAF4; NDUFA2; NDUFA9; PDE6D; NDUFV3; NDUFB6; KCNK9; KCNK3; NDUFV2; PDE6G; MT-ND1; NDUFAB1; PDE8A; PTGS1; KCNK10; HMGCR; PTGER2; NDUFA5; NDUFA10; NDUFAF1; PDE5A; GABRA6; GABRA2; PDE3B; GABRB1; NDUFAF2; NDUFS5; NDUFA11; NDUFB1; PDE4B; NDUFA12; GABRD; NDUFA4; MT-ND6; MT-ND3; MT-ND4L; NDUFS3; NDUFA7; SCN4A; GABRP; PDE6C; PDE4C; GABRA4; NDUFC1; NDUFS8; PDE8B; PDE6B; NDUFB5; PDE6H; NDUFB10; NDUFC2; PDE1C; CACNA1D; ACE; PTGER1; NDUFS4; NDUFB8; GABRB3; PDE7B; PDE3A; NDUFAF3; SCN5A; NDUFA6; NDUFA4L2; KCNK18; PDE7A
Myocardial fibrosis,NDUFAB1; NDUFA8; NDUFA9; NDUFB10; NDUFS6; NDUFC2; NDUFAF2; NDUFS4; NDUFA12; NDUFA13; NDUFA4; MT-ND6; NDUFB4; NDUFB7; HMGCR; NDUFB3; NDUFA5; NDUFAF1; P2RY12; MT-ND3; MT-ND4; NDUFS3; NDUFA7; NDUFS1; NDUFC1; NDUFA1; NDUFB5; NDUFB11; NDUFB9; NDUFV3; NDUFB6; NDUFB8; NDUFV1; NDUFA6; NDUFA4L2; MT-ND5; MT-ND4L; NDUFB2; NDUFS8; GPD2; NDUFS7; NDUFAF4; NDUFA10; NDUFA2; NDUFS2; NDUFS5; NDUFA3; NDUFA11; NDUFAF3; NDUFV2; NDUFB1; MT-ND2; MT-ND1
Myoclonus,GABRA1; GABRA6; CHRNG; GABRA3; GABRE; OPRM1; GABRG2; GABRB2; GABRD; ADRA2B; CHRNE; CHRNA1; ADRA2A; GABRA2; GABRG1; GABRB3; GABRG3; ADRA2C; GABRP; GABRA4; CHRND; GABRB1; CHRNB1; GABRA5; GABRQ
Nasal Cavity Polyp,ADRB2; ADRA1D; ADRA2C; ADRA1B; ADRB1; OPRM1; ADRA1A; ADRA2A; ADRA2B; NR3C1; ADRB3; IGHE
Nasal congestion,AVPR1A; ADRA1B; ADRA1D; ADRB1; SLC6A2; TRPA1; AVPR1B; ADRA2B; NR3C1; AVPR2; CHRM3; TRPM8; ADRB2; GRIN2A; ADRA2C; ADRB3; ADRA1A; SIGMAR1; ADRA2A; HRH1
Nausea,TACR1; HTR4; HRH1; HTR3A; CHRM1; HTR3D; OPRM1; NR3C1; CNR1; DRD2; HTR3B; PTGS2; PTGS1; HTR3C; HTR3E
Nausea and vomiting,GABRE; HTR2A; GABRA4; HTR1B; HTR2B; HTR3A; HTR1A; HTR3E; GABRD; GABRA1; GABRP; GABRA6; DRD2; HTR5A; HTR6; GABRG1; HTR4; GABRB3; CHRM1; HTR1F; GABRG3; HRH1; GABRA3; TACR1; GABRB2; HTR7; DRD3; GABRA2; HTR3C; GABRA5; GABRQ; DRD4; GABRG2; CNR1; HTR2C; HTR3B; GABRB1; HTR1E; HTR1D; HTR3D
Neck pain,PTGS1; SLC6A2; OPRM1; PTGS2; SCN2A; SCN3A; SCN4A; NR3C1; SCN10A; SLC6A4; SCN7A; SCN1A; SCN11A; SCN9A; SCN5A; SCN8A
Parkinson disease,GABRA1; POLD1; ACHE; SLC6A2; ADRA1A; CHRM3; GABRB2; PRIM2; HTR2C; CACNA1B; ADRA2A; DRD3; GABRA2; SV2A; GRIN2C; GABRB1; CHRM1; ADRA1D; GRIN1; HRH1; SCN4A; ADRB1; DRD4; POLD3; GABRP; POLE2; CHRNA4; GABRE; GRIN3B; ADORA2A; SCN2A; SLC6A3; AVPR1A; MTNR1A; ADRB2; CHRM2; GABRG3; GRIN2A; SCN5A; GABRA5; SCN8A; GABRA3; POLA2; POLA1; GRIN2D; POLD2; BCHE; DDC; SNAP25; SCN7A; SCN1A; SCN3A; CHRNB2; GABRB3; SCN11A; SCN9A; ADRA2C; SCN10A; GABRD; ADRB3; GRIN3A; GRIN2B; MAOB; COMT; HTR2A; GABRA4; VDR; GABRG2; CLCN2; AVPR2; MTNR1B; GABRA6; POLE3; DRD2; GABRG1; DRD5; ADRA1B; POLD4; POLE; DRD1; AVPR1B; PRIM1; GABRQ; ADRA2B
Parkinsonism,SCN4A; GRIN2D; GRIN3B; SCN2A; SCN1A; SCN3A; SCN7A; SCN11A; GRIN2A; SCN5A; SCN8A; GRIN3A; GRIN2B; GRIN2C; SCN9A; GRIN1; SCN10A
Penile Fibromatosis,COL11A1; COL6A2; COL4A3; COL11A2; COL15A1; COL4A4; COL4A2; COL6A1; COL6A3; COL3A1; COL18A1; COL4A1; COL6A6; COL6A5; COL4A5; COL4A6; COL5A3; COL1A1; COL5A1; COL2A1; COL1A2; COL24A1; COL27A1; COL5A2; COL28A1
Peptic ulcer,ATP4B; PTGER3; HRH2; HSD11B1; CCKAR; PTGS1; ATP4A; CCKBR; NR3C1; CHRM3; HSD11B2; CHRM2; PGA5; PTGS2; CHRM1
Peri-Implantitis,NDUFAB1; NDUFS8; NDUFA9; NDUFB11; NDUFS2; NDUFV3; NDUFV1; NDUFS5; NDUFA12; NDUFA4L2; NDUFA4; MT-ND4L; NDUFB4; NDUFB2; NDUFB7; GPD2; NDUFA8; NDUFA5; NDUFA10; NDUFB10; NDUFB6; NDUFAF3; NDUFA13; MT-ND5; NDUFS1; NDUFC1; NDUFB3; NDUFAF4; NDUFA1; NDUFS6; NDUFB8; NDUFA3; NDUFV2; NDUFB1; MT-ND2; MT-ND3; MT-ND4; MT-ND1; NDUFA7; NDUFS7; NDUFA2; NDUFB5; NDUFAF1; NDUFB9; NDUFC2; NDUFAF2; NDUFS4; NDUFA11; NDUFA6; MT-ND6; NDUFS3
Pituitary Gland Adenoma,GABRA3; KCNK2; GABRA4; GLRA1; GABRA2; GABRB1; KCNK9; KCNK3; SSTR2; GABRA5; GABRD; SSTR3; KCNK10; GABRB3; GABRG3; KCNK18; GABRQ; GABRE; GABRG2; SSTR1; GABRA6; SSTR5; GABRG1; GABRA1; GABRP; SSTR4; GABRB2
Polyuria,CACNG5; CACNG4; CACNG7; PDE4D; CHRM3; CACNA1A; CACNA1C; CACNA2D3; CACNB3; PDE7B; ADRB3; PDE8A; CACNA1F; AVPR2; CACNG6; CACNA1B; PDE4B; AVPR1B; PDE7A; CACNG3; CACNA2D2; PDE4A; CACNA1I; PDE4C; CACNG1; PDE8B; CACNG8; CACNA1D; CACNB2; AVPR1A; CHRM1; CHRM4; CACNA1G; CACNB1; CACNA1S; CACNA2D4; CACNA2D1; CACNG2; CHRM2; CACNB4; CHRM5; CACNA1H; CACNA1E
Pruritus,TRPA1; NR3C1; ADRA1A; SCN7A; SCN1A; HTR3A; ADRA1D; HRH1; SLC6A2; VDR; SCN9A; SCN5A; SCN8A; SCN11A; ADRA1B; SCN4A; OPRK1; SLC10A2; SCN2A; TRPM8; SCN3A; SCN10A
Recurrent thrombophlebitis,ITGA2B; PDE4A; PTGS1; VWF; SLC29A1; PDE8B; PDE4D; PLG; PDE6B; PDE5A; PDE6H; PTGIR; P2RY12; FGA; PDE3A; F5; PDE7A; TBXA2R; PDE4C; SERPINC1; PDE1B; F10; PDE3B; PDE6D; VKORC1; FGB; F2; PDE2A; ITGB3; TBXAS1; PTGS2; PDE10A; PDE1A; PDE1C; PDE9A; F2R; PDE8A; PDE6C; PDE6A; PDE7B; FGG; PDE4B; F8; PDE6G
Recurrent tonsillitis,PTGS1; NR3C1; ADRA2C; PTGS2; OPRM1; FAAH; ADRA2A; CACNA2D1; TRPV1; ADRA2B
Reduced left ventricular ejection fraction,ADRB1; CACNA1S; CACNA1F; CACNA1C; ADRB2; MME; ADRA1B; ADRB3; ACE; ADRA1D; SLC12A3; ADRA1A; AGTR1; CACNA1D
Respiratory insufficiency,GABRG2; GABRG3; ADRA2C; OPRK1; CHRNA1; GABRB2; GABRA2; GABRG1; ADRA2B; GABRP; CHRNE; CHRND; GABRB1; GABRA5; CHRNG; GABRA3; GABRA1; ACHE; GABRE; GABRA4; OPRM1; GABRA6; ADRA2A; GABRB3; CHRNB1; GABRD; GABRQ
Rolandic epilepsy,SCN2A; SCN3A; SCN1A; CACNA1B; SCN4A; SCN7A; SCN10A; SV2A; SCN11A; SCN9A; SCN5A; SCN8A
ST Elevation Myocardial Infarction,ITGA2B; ADRB1; TUBB4A; OPRM1; HMGCR; ADRA1A; PLG; P2RY12; TUBB6; F2; TUBB; HRH1; TRPV1; PTGS1; SERPINC1; TUBB2A; TUBB2B; PCSK9; ADRB2; TUBB4B; ADRB3; PTGS2; ADRA1B; ADRA1D; TUBB3; ITGB3; TUBB8; TUBB1; FAAH
Seizure,SCN4A; KCNQ1; CA12; KCNQ2; GABRE; ALDH5A1; KCNQ4; SCN2A; SCN7A; SCN1A; GABRA6; GABRB2; SIGMAR1; GRIA4; SCN3A; SLC6A1; GRIN2C; CA4; SCN11A; SCN9A; GABRG3; KCNQ3; GRIN2D; GRIK5; GABRB1; GABRB3; HTR1D; SCN5A; KCNQ5; GABRD; GABRQ; GRIN2B; GABRP; CACNA1I; GABRA4; CNR1; GRIA2; CA1; GRIK4; GABRA2; GRIA1; SV2A; GABRG1; GRIK3; GRIK2; GRIK1; SCN8A; CACNA1G; GABRA3; GABRA1; CA2; GABRG2; GRIN3B; GRIA3; HTR2C; CACNA1B; CACNA2D1; GRIN1; GRIN2A; SCN10A; GABRA5; CACNA1H; GRIN3A
Sepsis,GABRE; GABRA4; AVPR2; HCN4; AVPR1A; P2RY12; GABRG3; F8; AVPR1B; F5; GABRQ; DPEP1; VDR; SERPINC1; ADRA1A; ADRA2A; GABRA2; ADRA1B; ADRA1D; GABRD; NR3C1; nan; GABRA6; GABRB2; PDE3B; GABRG1; GABRB1; PDE3A; ADRA2C; CSF2RA; ADRA2B; GABRA3; GABRA1; ADRB1; GUCY1B1; GABRP; OPRM1; GABRG2; GABRB3; ADRB2; GABRA5; ADRB3
Shock,GABRA3; ADRB1; GABRP; GABRE; GABRA6; GABRB2; GABRA5; GABRD; GABRA1; GABRA4; GABRG2; ADRA1A; ADRA2A; GABRA2; AVPR1A; PDE3A; GABRG3; GABRQ; NR3C1; AGTR1; GABRB3; ADRB2; P2RY12; ADRA1B; ADRA1D; ADRA2C; AVPR1B; ITGB3; ADRA2B; AVPR2; HCN4; GABRG1; GABRB1; ADRB3; MME
Shoulder pain,PTGS2; GABRE; SLC6A4; SCN1A; GABRA2; SCN11A; GABRA5; ADRA2B; SCN4A; GABRA3; SLC6A2; NR3C1; GABRB3; SCN5A; GABRA6; SCN3A; GABRG1; GABRB1; SCN9A; ADRA2C; SCN10A; GABRA1; GABRP; GABRA4; OPRM1; GABRG2; SNAP25; SCN2A; SCN7A; GABRB2; ADRA2A; GABRG3; GABRD; SCN8A; GABRQ
Skin ulcer,COL4A4; KCNK2; GABRE; COL1A1; SCN7A; GLRA1; GABRA2; SCN3A; GABRB3; SCN9A; GABRG3; SCN5A; COL4A1; COL4A5; COL27A1; COL4A6; COL6A6; GABRQ; COL11A1; GABRA4; PDGFRB; COL4A2; COL6A2; SCN1A; GABRA6; GABRB2; SCN11A; KCNK9; COL24A1; GABRA5; GABRD; COL15A1; COL5A3; GABRG1; GABRB1; COL3A1; COL4A3; KCNK3; COL6A5; COL18A1; KCNK18; COL28A1; SCN4A; GABRA3; GABRA1; GABRP; KCNK10; GABRG2; COL5A1; PDGFRA; SCN2A; COL2A1; COL6A1; COL6A3; COL1A2; SCN10A; SCN8A; COL11A2; COL5A2
Sleep Disorder,SCN4A; GABRA3; HCRTR1; SLC6A3; GABRA2; GABRG1; SCN5A; ADRA2C; GABRA5; GABRA1; GABRP; GABRE; SCN2A; GABRB1; GABRB3; SCN9A; GABRG3; GABRD; SCN8A; GABRQ; ADRA2B; GABRG2; MTNR1B; GABRA6; GABRB2; SLC6A4; GABRA4; SCN7A; HCRTR2; SCN1A; ADRA2A; SCN3A; SCN11A; MTNR1A; SCN10A
Spasticity,GABBR2; SNAP25; ADRA2C; GABBR1; HTR2A; HTR2C; ADRA2A; RYR1; RYR3; ADRA2B
Spinal cord injury,SCN2A; SIGMAR1; SCN11A; SCN1A; SCN9A; SCN5A; SCN10A; GABBR1; SCN4A; GABBR2; SCN3A; RYR1; SCN8A; SCN7A; CACNA2D1; GRIN2A; RYR3
Stress urinary incontinence,CHRM3; SLC6A2; SNAP25; SCN1A; SCN3A; SCN8A; SLC6A4; SCN2A; SCN11A; CHRM2; SCN4A; SCN7A; SCN9A; SCN5A; SCN10A
T-cell non-Hodgkin lymphoma,HDAC7; HDAC10; HDAC5; HDAC11; HDAC3; HDAC4; HDAC6; RXRA; DHFR; HDAC9; HDAC8; RXRB; HDAC1; RXRG; HDAC2
Tendinopathy,SCN4A; SCN2A; SCN1A; SCN9A; SCN10A; SCN8A; PTGS1; TRPM8; SCN5A; PTGS2; TRPA1; NR3C1; SCN7A; NR3C2; SCN3A; SCN11A; TRPV1
Thiamine deficiency,NDUFAB1; NDUFB2; NDUFAF1; NDUFS2; NDUFV3; NDUFS4; NDUFV1; NDUFS5; NDUFA6; NDUFA13; MT-ND4; NDUFA7; NDUFS1; NDUFB7; NDUFC1; NDUFB3; NDUFA10; NDUFB5; NDUFA9; NDUFC2; NDUFB1; NDUFA4L2; MT-ND2; MT-ND5; MT-ND4L; NDUFS8; GPD2; NDUFS7; NDUFA2; NDUFB10; NDUFS6; NDUFB11; NDUFA3; NDUFA11; NDUFAF3; MT-ND6; MT-ND3; MT-ND1; NDUFS3; NDUFB4; NDUFA8; NDUFAF4; NDUFA1; NDUFA5; NDUFB9; NDUFAF2; NDUFB6; NDUFB8; NDUFV2; NDUFA12; NDUFA4
Thrombocytopenia,NR3C1; DNMT1; IFNAR2; SYK; MPL; SERPINC1; DNMT3A; IL11RA; IFNAR1; F2
Tinnitus,SCN4A; GABRE; SCN7A; GABRA6; GRIK4; GABRA2; CACNA1D; GABRQ; GABRA3; SLC6A2; GABRA4; GABRG2; NR3C1; GRIA3; CACNA1C; SCN3A; GRIA1; GRIK1; GABRG3; SCN5A; SCN10A; GABRA5; ADRB1; CACNA1S; CA2; GRIK5; SLC6A4; SCN2A; SCN1A; GABRB2; ADRA2A; GABRG1; GABRB1; GRIK2; CA4; SCN11A; ADRA2C; GABRD; ADRA2B; GABRA1; GABRP; CACNA1F; GRIA2; GRIA4; GRIK3; GABRB3; ADRB2; SCN9A; SCN8A
Tourette syndrome,SCN4A; SCN2A; DRD2; DRD4; ACHE; SCN1A; CACNA1B; SCN3A; SV2A; SCN11A; SCN9A; SCN5A; HTR2A; SCN7A; ADRA2A; DRD5; ADRA2C; DRD1; ADRA2B; DRD3; HTR1A; SCN10A; SCN8A
Tremor,CACNA2D1; GRIN2D; GRIN3B; GRIN2C; GRIN3A; GRIN2B; GRIN1; GRIN2A; ADRB1; ADRB2
Urinary incontinence,CACNG3; CACNA1G; PDE4A; CACNB1; ADRA1B; PDE7A; PDE8A; CACNG5; CACNA1S; PDE4C; SLC6A4; PDE8B; PDE4D; CACNG6; CACNB2; ADRA1D; CHRM2; CACNB4; CHRM5; CACNA1E; SLC6A2; CACNG1; ADRA1A; CHRM3; CACNA1A; CACNA2D4; CACNA1C; CACNA2D1; CACNA1D; CACNA2D3; CACNG2; CACNB3; PDE4B; CACNA1H; SCN4A; CACNA2D2; CACNG4; CACNA1I; CACNA1F; CACNG7; CACNG8; CACNA1B; CHRM1; PDE7B; CHRM4; ADRB3
Urinary retention,ACHE; CHRND; CHRM1; CHRNG; SCN4A; CHRNE; ADRA1A; SCN7A; SCN1A; ADRA1D; SCN5A; SCN10A; SCN8A; CHRM3; SCN3A; SCN9A; CHRM2; SCN2A; CHRNA1; SCN11A; CHRNB1; ADRA1B
Varicose veins,SCN2A; SCN7A; SCN3A; SCN11A; ADRA2C; SCN4A; ADRB1; SCN1A; ADRA1B; ADRA2B; ADRA1A; ADRA2A; SCN9A; SCN10A; ADRB3; SERPINC1; NR3C2; ADRB2; ADRA1D; SCN5A; SCN8A
Ventricular arrhythmia,SCN4A; SCN2A; NR3C2; SCN9A; PDE3A; SCN10A; ADRB1; SCN7A; SCN1A; SLC6A2; SCN3A; SCN11A; SCN8A; KCNH2; OPRM1; ADRB2; SCN5A
Vertigo,CACNA1F; HTR4; HTR3A; HRH1; CACNA1D; CACNA1S; DRD2; HRH3; CACNA1C; CHRM1
Vomiting,GABRA3; GABRA1; HTR2A; GRIK5; SCN7A; GABRA6; DRD2; SCN3A; GRIA1; GABRG1; GABRB3; HTR3A; CHRM1; SCN10A; SCN8A; GRIA2; SCN2A; MMP13; SCN1A; DRD3; GABRB1; GRIK3; GRIK2; GABRG3; GABRA5; GABRQ; SCN4A; DRD4; CA2; ALDH5A1; NR3C1; GRIA3; MMP7; GABRB2; GABRA2; HTR4; SCN11A; SCN9A; GRIK1; HTR3C; HTR3E; HRH1; GABRP; GABRE; GABRA4; GABRG2; TACR1; MMP8; HTR3B; GRIK4; GRIA4; CA4; SCN5A; HTR3D; GABRD; MMP1
West syndrome,GABRA1; GABRA4; GABRB2; GABRG1; MC2R; GABRA5; GABRP; GABRE; GABRA6; GABRB1; GABRB3; ABAT; GABRA2; GABRA3; GABRG2; GABRG3; GABRD; GABRQ
Wilms tumor,TUBB1; TUBB2A; TUBB4B; TUBB; TUBB4A; TOP2A; TUBB2B; TUBB6; TUBB3; TUBB8
abnormal glucose tolerance,GLP1R; GPD2; NDUFS7; NDUFAF4; NDUFA1; NDUFA2; NDUFB5; NDUFAF2; NDUFAF3; NDUFA12; MT-ND3; MT-ND4; MT-ND4L; MGAM2; NDUFB4; SI; NDUFA5; PPARG; NDUFAF1; NDUFS2; NDUFA4; MT-ND1; NDUFS3; NDUFAB1; NDUFB2; NDUFB7; NDUFC1; NDUFB3; PDE5A; NDUFS6; NDUFB11; NDUFB9; NDUFC2; NDUFV3; NDUFS4; NDUFS5; NDUFA11; NDUFV2; NDUFB1; NDUFA13; DPP4; MT-ND6; MT-ND2; MT-ND5; MGAM; NDUFA7; NDUFS1; NDUFS8; NDUFA8; NDUFA10; NDUFA9; NDUFB10; NDUFB6; NDUFB8; NDUFV1; NDUFA3; GAA; NDUFA6; NDUFA4L2
abscess,GABRA3; GABRG1; SCN8A; OPRM1; GABRG2; SCN5A; SCN4A; GABRA1; SCN2A; SCN11A; GABRG3; SCN10A; SCN7A; SCN1A; GABRA2; SCN3A; SCN9A; GABRA5
acanthosis nigricans,NDUFB7; GPD2; NDUFA10; NDUFA2; NDUFA9; NDUFA3; NDUFAF3; NDUFA13; MT-ND4L; NDUFB3; NDUFA8; NDUFAF4; NDUFB5; NDUFB10; NDUFS6; NDUFB11; NDUFB9; NDUFS4; NDUFS5; NDUFA11; NDUFV2; NDUFA12; NDUFA6; MT-ND5; MT-ND1; NDUFS3; NDUFA7; NDUFS1; NDUFB4; NDUFB2; NDUFC1; NDUFS8; NDUFS7; NDUFA5; NDUFS2; NDUFB6; NDUFV1; NDUFB1; NDUFA4; MT-ND6; MT-ND2; MT-ND3; NDUFAB1; NDUFA1; NDUFAF1; NDUFC2; NDUFV3; NDUFAF2; NDUFB8; NDUFA4L2; MT-ND4
acne,OPRK1; NDUFB7; NDUFC1; NDUFAF4; NDUFA1; NDUFA10; MMP7; MMP13; NDUFAF1; NDUFS2; NDUFB8; SCN9A; NDUFA3; NDUFA11; NDUFA12; SCN10A; MMP1; SCN8A; NDUFAB1; SCN4A; NDUFB4; PGR; NDUFS8; NR3C1; NDUFS7; NDUFB3; NDUFA8; NDUFA2; NDUFS6; NDUFS5; AR; INSR; RARG; NDUFAF3; NDUFV2; NDUFA4; MT-ND2; MT-ND3; MT-ND4L; NDUFS1; RARB; ESR1; OPRM1; GPD2; MMP8; NDUFB5; NDUFB11; NR3C2; SCN3A; NDUFV3; SCN11A; SCN5A; NDUFA6; NDUFA13; MT-ND5; NDUFA7; NDUFB2; VDR; NDUFA5; RARA; SCN2A; SCN7A; NDUFA9; NDUFB10; SCN1A; NDUFB9; NDUFC2; NDUFAF2; NDUFS4; NDUFB6; NDUFV1; NDUFB1; NDUFA4L2; MT-ND6; MT-ND4; MT-ND1; NDUFS3
acromegaly,GHR; DRD3; SSTR4; SSTR5; ADRB1; SSTR2; DRD4; SSTR1; DRD2; SSTR3
actinic keratosis,SCN4A; PTGS2; SCN11A; SCN8A; SRC; SCN2A; SCN7A; TRPM8; TYMS; TLR7; SCN3A; SCN5A; SCN10A; PTGS1; TRPA1; SCN1A; SCN9A
acute coronary syndrome,NPC1L1; VDR; SERPINC1; TUBB2A; TUBB2B; CACNA1D; PCSK9; ADRB2; ADORA2B; ADRA1D; TUBB6; TUBB4B; ITGB3; TUBB8; PTGS1; TUBB1; TUBB4A; ATP4A; OPRM1; ADRA1A; F10; ADORA1; VKORC1; F2; TUBB; TRPV1; ADRA2B; ITGA2B; ADRB1; PTGS2; CACNA1S; ADORA2A; ADRA2A; CACNA1C; XDH; P2RY12; INSR; PDE3A; CYSLTR1; ADRA2C; TUBB3; FKBP1A; CACNA1F; HMGCR; FAAH; HCN4; ADRA1B; ADRB3; ADORA3
acute graft vs. host disease,CD80; EPOR; FKBP1A; IMPDH1; NR3C1; MS4A1; IMPDH2; CD86; PPAT; IL2RA; CD52; PPIA
acute lymphoblastic leukemia,TOP2B; POLA1; FRK; PDGFRB; PPAT; TOP2A; BLK; TUBB2B; PRIM2; POLE; TUBB; LYN; CD22; TUBB1; POLD2; NR3C1; CD3D; YES1; LCK; SRC; CD3E; TUBB3; POLA2; POLD1; POLE2; IMPDH1; CSF3R; KIT; CD3G; RRM1; IMPDH2; TUBB8; FGR; FYN; POLD3; ABL1; HCK; TUBB4A; CXCR4; SRMS; TUBB2A; EPHA2; POLE3; MS4A1; POLD4; TUBB6; CD19; BCR; TUBB4B; PRIM1; DHFR
acute myeloid leukemia,POLA2; TOP2B; RBX1; POLD2; PDGFRB; DNMT3A; SMO; DNMT1; PDGFRA; POLE3; AXL; EEF2; DDB1; PRKD1; PRKCQ; PRKCZ; POLA1; CSF3R; KDR; TOP2A; TOP1MT; HRH1; POLD3; CD33; CRBN; FLT3; KIT; PRKCI; PRKCD; IDH2; PRIM1; CSF2RA; PRKCH; POLD1; POLE2; PRKD3; PRKCG; IDH1; CUL4A; PRIM2; PRKCA; PRKCB; RRM1; PRKCE; BCL2; POLD4; POLE; IL3RA
acute myocardial infarction,ITGA2B; ADRB1; GUCY1B1; CACNA1S; TUBB1; TUBB4A; HMGCR; PLG; DRD2; TUBB6; F2; PPARA; EPOR; PPARD; SERPINC1; TUBB2A; TUBB2B; CACNA1C; CACNA1D; HTR4; HTR3A; ADRB2; P2RY12; ADRA1D; ADRB3; ITGB3; PTGS2; PTGS1; PPARG; ADRA1B; TUBB; TUBB3; FKBP1A; CACNA1F; ADRA1A; nan; PCSK9; TUBB4B; TUBB8
acute pancreatitis,PTGS2; PTGS1; ADRA1D; ADRA2C; F5; ADRA2A; F8; ADRA2B; ADRB1; ADRA1A; ADRB2; ADRA1B; ADRB3
acute promyelocytic leukemia,POLD3; POLD2; TOP2A; RARA; POLE3; RARG; PRIM2; TXNRD1; DHFR; POLA2; POLD1; RARB; POLA1; POLD4; PRIM1; POLE2; POLE
acute respiratory distress syndrome,GABRA4; GABRA6; ADRB2; KCNK3; ADRA2C; KCNK18; ADRB3; GABRA1; ADRB1; PTGS2; NR3C1; CHRND; GABRA2; HTR3A; ADRA1B; ADRA1D; GABRG3; ELANE; GABRA3; KCNK2; PTGS1; KCNK10; GABRE; OPRM1; AGTR1; GLRA1; KCNK9; GABRD; CHRNG; GABRQ; GABRP; CHRNE; HMGCR; GABRG2; ADRA1A; CHRNA1; GABRB2; ADRA2A; GABRG1; GABRB1; GABRB3; CHRNB1; GABRA5; ADRA2B
acute respiratory failure,NR3C1; GABRA2; GABRB1; ADRB2; ADRA2C; GRIN3A; GABRQ; GABRA1; GABRA4; GABRG2; GRIN3B; ADRA2A; GRIN2C; GABRG1; GABRB3; GABRG3; GRIN2B; GABRA3; GABRP; GABRB2; GRIN1; GRIN2A; GABRA5; GABRD; ADRA2B; GABRE; GRIN2D; GABRA6
adult T-cell leukemia/lymphoma,TUBB4B; TUBB3; TUBB1; TOP2A; IL2RA; TUBB4A; NR3C1; TUBB2A; TUBB6; TUBB; TUBB8; TUBB2B
adult acute lymphoblastic leukemia,POLD1; NR3C1; MS4A1; RRM1; POLD4; TUBB6; POLE; DHFR; POLA2; POLE2; TUBB1; POLA1; TOP2A; TUBB2B; PRIM2; TOP2B; POLD2; CSF3R; TUBB4B; TUBB; PRIM1; POLD3; TUBB4A; IMPDH1; PPAT; TUBB2A; POLE3; IMPDH2; TUBB3; TUBB8
adverse effect,OXTR; GRIN2A; GRIN2B; GRIN3B; SLC5A2; GRIN2C; GRIN1; ADRB1; GRIN2D; PCSK9; ADRB2; GRIN3A
alcohol abuse,SCN4A; GABRA1; OPRK1; GRIN2D; OPRM1; GRIN3B; SRD5A3; GABRB2; SCN9A; GABRD; GRIN2B; SRD5A2; GABRA3; GABRA4; OPRD1; SRD5A1; GABRG1; GABRG3; SCN10A; GABRA5; SCN8A; GABRP; GABRE; HTR2A; KCNN4; GABRG2; SCN2A; SCN7A; GABRA6; SCN11A; GRIN1; GRIN2A; SCN5A; GRIN3A; GABRQ; SLC6A4; SCN1A; HTR2C; DRD2; GABRA2; SCN3A; GRIN2C; GABRB1; GABRB3
alcohol dependence,SCN4A; GABRA1; OPRK1; GABRP; PTGS1; GABRE; OPRM1; FAAH; GRIA2; GRIA3; GABBR2; SRD5A1; GRIN2C; GABRG1; GABRB3; ADRA1D; OXTR; SCN5A; GABRA5; GABRQ; PTGS2; SLC6A2; GRIK5; GRIN3B; ADRA1A; GABRA6; GABRB2; CACNA1B; GRIK4; CACNA2D1; SV2A; CA4; SCN11A; HTR1A; TRPV1; GABBR1; SRD5A2; GABRA3; HTR2A; GRIN2D; GABRA4; ALDH2; GABRG2; OPRD1; SRD5A3; SCN2A; SCN1A; DRD2; CHRNB2; GRIK3; GRIK2; SCN9A; GABRD; GRIN3A; GRIN2B; CHRNA4; CA2; SLC6A4; SCN7A; GABRA2; GRIA4; SCN3A; GRIA1; GABRB1; ADRA1B; GRIK1; GRIN1; GABRG3; GRIN2A; SCN10A; SCN8A
alcohol drinking,SCN4A; PTGS2; OPRK1; OPRM1; GABRG2; OPRD1; FAAH; SCN2A; GABRA2; GABRG1; GABRB1; GRIK3; SCN9A; SCN5A; GABRA5; SCN8A; GABRQ; GABRA1; GABRP; GABRE; GABRA4; GRIA2; DDC; SCN7A; GABRA6; GABRB2; GRIK4; GABRB3; GABRD; ADRA2B; GABRA3; PTGS1; CA2; GRIA3; SCN1A; ADRA2A; GRIA4; SCN3A; GRIA1; GRIK2; SCN11A; GRIK1; GABRG3; ADRA2C; TRPV1; GRIK5; DRD3; CA4; SCN10A
