disease_name,gene_name
anus disease,CACNA1S; CACNA1F; SCN10A; SCN7A; SCN2A; CACNA1D; SCN11A; SCN9A; SCN8A; SCN4A; SCN1A; CACNA1C; SCN3A; SCN5A
anxiety,CACNA1G; GABRA3; POLA2; GABRA1; ADRB1; CACNG4; CACNA1S; PGR; CACNA1F; SLC6A2; SLC6A4; GABRG2; CNR1; CACNG8; CACNA1B; GABRA2; SV2A; CHRNB2; GABRG1; AVPR1A; CACNB3; ADRB2; GABRG3; SCN10A; GABRA5; ADRA2B; CACNG3; SCN4A; PTGS2; OPRK1; TSPO; CACNA1I; CACNG7; OPRM1; IMPA1; MTNR1B; SCN7A; ADRA2A; CACNA1D; CACNA2D3; CACNG2; POLE; CACNB4; ADRA2C; CACNA1H; HRH1; SCN8A; AVPR1B; PRIM1; CACNA2D2; CACNG5; POLD3; GSK3B; PTGS1; POLE2; HTR2A; CACNG1; FAAH; CACNG6; SCN2A; CACNA1A; SCN1A; POLE3; CACNA2D4; CACNA2D1; CACNB2; SCN11A; ADRA1B; POLD4; POLD1; CACNB1; CHRNA4; POLA1; GSK3A; POLD2; NR3C1; ADRA1A; PRIM2; HTR2C; CACNA1C; SCN3A; RRM1; MTNR1A; SCN9A; ADRA1D; SCN5A; TRPV1; CACNA1E
aortic stenosis,ADRB1; HMGCR; nan; GUCY1A2; GUCY1A1; GUCY1B1; LPA; VDR; TNFSF11; FDPS
aphthous ulcer,PTGS1; TUBB4A; TUBB6; HRH1; TUBB3; PTGS2; TUBB1; NR3C1; TUBB2A; TUBB2B; TUBB4B; TUBB; TUBB8
appendicitis,GRIN2D; CSF3R; ADRA1A; SCN11A; ADRA1D; SCN5A; GRIN3A; SCN4A; SCN7A; SCN1A; ADRA2C; SCN10A; ADRA2B; GRIN3B; SCN2A; ADRA2A; SCN3A; GRIN2C; SCN9A; GRIN2A; ADRB3; SCN8A; GRIN2B; ADRB1; NR3C1; ADRB2; ADRA1B; GRIN1
appendix carcinoma,CDK6; CRBN; PRKCG; CHEK1; PRKCA; PRKCI; PRKCE; TOP1; ERBB2; PRKCD; PRKD1; PRKCQ; PRKCZ; PRKD3; CDK2; CUL4A; DDB1; PRKCH; RBX1; CDK4; PDPK1; PRKCB
aseptic meningitis,POLA2; POLE3; POLD4; TOP1MT; POLD1; POLD3; POLD2; PRIM2; POLE; POLA1; PRIM1; POLE2; VEGFA
aspergillosis,GABRG3; GABRA1; IFNGR1; FKBP1A; GABRG2; GABRG1; ATP4A; GABRA2; GABRA3; IFNGR2; GABRA5; PPIA
asthma,ALOX5; CD6; GABRA1; ADRB1; CALCRL; PDE4A; FGFR2; FGFR3; ABL1; VDR; MAPK14; IL17A; HMGCR; GABRG2; PDE4D; IL5; NR3C1; PDGFRB; IL1R1; TNFSF14; S1PR4; ADORA2A; ALOX5AP; IL33; TSLP; ADRA2A; CXCR1; ADORA1; CSF2; IL13; ADRB2; S1PR1; ADRA1D; CHRNA7; IL17RA; CHRM2; PDE4B; BCR; ADRB3; HRH1; ADORA3; GUCY1B1; IL4R; CHRNA3; FKBP1A; PTGS1; HTR2A; IL23A; GLP1R; CHRNB4; ADRA1A; PPARG; RAMP1; CHRM3; HRH4; PDGFRA; IL9; DRD3; PDE3B; KIT; IFNAR2; PTGDR; CHRM1; ADRA1B; PIK3CD; CYSLTR1; CXCR2; CCR4; S1PR3; LTB4R; ADRA2B; TBXA2R; IL5RA; PDE4C; ATP4A; IL4; IL1RL1; TNFSF4; nan; DRD2; EDNRA; P2RY12; ADORA2B; ADRA2C; GABRA5; ADH5; IGHE; NOS2; BTK; GABRA3; DRD4; PTGS2; KCNN4; PIK3CG; P2RX3; DDC; IL2RA; EDNRB; IL6; IFNAR1; HTR2C; GABRA2; PTGIR; FDPS; GABRG1; SYK; NPR1; PDE3A; S1PR5; GABRG3; PTGDR2; IL1RAP; TLR7; TNF; S1PR2
asymptomatic myeloma,CD38; NR3C1; CUL4A; DDB1; PDCD1; DHODH; CRBN; IL1R1; RBX1; PSMB5; SLAMF7
atherosclerosis,NPC1L1; GABRA1; PTGS2; CACNA1S; TUBB4A; MAPK14; GABRG1; P2RY12; TUBB; CACNA1F; GABRG2; CCR2; REN; PLA2G7; GABRA2; CACNA1D; MAPK11; TUBB4B; TUBB3; SOAT1; ESR1; TUBB1; HMGCR; NR3C1; TUBB2B; CACNA1C; SOAT2; TUBB6; GABRG3; GABRA3; ALOX5; PTGS1; NR1H2; TUBB2A; GABRA5; TUBB8
atopic asthma,NR3C1; IL4R; CD86; IL1R1; PTGDR2; CD80; IL33; TSLP; CYSLTR1; KCNN4; TLR7
atopic eczema,ITGAL; GABRA3; ADRB1; PDE4A; IL4R; FKBP1A; JAK2; TYK2; PDE4C; SLC6A4; VDR; GABRG2; PDE4D; NR3C1; IL1A; IL1RL2; OPRD1; MMP8; IL22; MMP13; TSLP; IL18; GABRA2; JAK1; GABRG1; ADORA1; IL31RA; SYK; VKORC1; MTNR1A; ADORA2B; GABRG3; PDE4B; GABRA5; CNR2; PPIA; HRH1; TRPV1; NTRK1; BTK; OPRK1; SLC6A2; ATP4A; IL5; TACR1; IL13; IGHE; GABRA1; NR1H3; SIGLEC8; JAK3; AHR; IL17A; IL12B; TNFSF4; HRH4; MTNR1B; IL33; INPP5D; TNFRSF4; IL1RAP; ADRA2B; ADORA3; IL5RA; OPRM1; IL1RL1; ADORA2A; NR1H2; MMP7; ADRA2A; S1PR1; PTGDR2; ADRA2C; MMP1
atrial fibrillation,ATP1A2; NDUFB4; NDUFB7; IL1B; NDUFA5; KCNA5; NDUFA10; NDUFA2; SNAP25; ATP1A4; SCN1A; NDUFB9; CACNA1C; NDUFC2; NR3C2; SCN3A; CACNA1D; NDUFS4; SCN11A; ADRB2; ADORA2B; NDUFA3; KCND3; F2; SCN5A; NDUFA6; NDUFA4L2; TUBB4B; ADRB3; SCN8A; MT-ND2; MT-ND1; NDUFS3; TUBB3; ADRA2B; NDUFAB1; ADRB1; KCNH2; CACNA1F; TUBB4A; NR3C1; GPD2; NDUFS7; SERPINC1; NDUFA8; NDUFAF4; THRA; ADORA2A; SCN2A; SCN7A; TUBB2B; HCN4; NDUFA9; NDUFB10; NDUFS6; ADRA2A; ATP1A1; ADORA1; NDUFV1; MTNR1A; SCN9A; ADRA1B; ADRA1D; NDUFA11; NDUFAF3; ADRA2C; MT-ND6; MT-ND5; NDUFA7; NDUFS1; CACNA1S; TUBB1; ADRA1A; KCNJ2; MTNR1B; NDUFB5; SLC5A2; ACE; NDUFAF2; HTR4; VKORC1; NDUFS5; TUBB6; NDUFB1; NDUFA12; SCN10A; MT-ND4; VAMP2; ADORA3; SCN4A; PTGS2; NDUFB2; PTGS1; ATP1A3; NDUFC1; NDUFS8; HMGCR; NDUFB3; KCNJ5; NDUFA1; F10; TUBB2A; NDUFAF1; NDUFB11; THRB; NDUFS2; NDUFV3; KCNJ3; NDUFB6; NDUFB8; NDUFV2; NDUFA13; NDUFA4; TUBB; MT-ND3; MT-ND4L; TUBB8
atrial flutter,SCN5A; KCNH2; CACNA1F; KCNJ5; KCNA5; CACNA1D; KCND3; SNAP25; KCNJ3; CACNA1S; F10; CACNA1C
atrophic macular degeneration,SCN4A; NDUFB4; FKBP1A; GPD2; NDUFS7; NDUFB3; NDUFAF4; C3; SCN2A; MMP7; APP; NDUFB9; NDUFC2; SCN9A; SCN5A; NDUFA4; CFD; MT-ND2; MT-ND4; NDUFS3; ADRA2B; NDUFC1; MMP8; NDUFA5; NDUFA2; MMP13; SCN1A; NDUFS6; NDUFB11; NDUFS2; NDUFV1; SCN11A; NDUFAF3; NDUFV2; ADRA2C; NDUFA12; NDUFA4L2; MMP1; MT-ND1; NDUFA7; NDUFS1; NDUFB2; C5; NDUFS8; NDUFA8; NDUFA1; NDUFB5; SCN7A; NDUFA9; SCN3A; NDUFV3; NDUFAF2; NDUFS4; NDUFB6; NDUFA3; SCN10A; NDUFA13; SCN8A; MT-ND5; MT-ND3; MT-ND4L; NDUFAB1; NDUFB7; NR3C1; RPE65; NDUFA10; NDUFAF1; NDUFB10; ADRA2A; NDUFB8; NDUFS5; NDUFA11; NDUFB1; NDUFA6; MT-ND6
attention deficit hyperactivity disorder,ADRB1; SLC6A2; SLC6A4; VDR; DDC; SCN7A; SLC6A3; HTR2C; GRIN2C; MTNR1A; SCN9A; ADRA1B; SCN5A; ADRB3; HRH1; GRIN2B; SCN4A; GRIN3B; ADRA1A; SCN1A; CHRNA6; DRD2; GRIA1; CHRNB2; SCN11A; ADRB2; ADORA2B; CHRNA7; GRIN1; ADRA2B; ADORA3; HRH3; CHRNA4; GRIN2D; GRIA2; ADORA2A; MTNR1B; SCN2A; SCN3A; SLC18A2; HTR3A; HTR1A; GRIN2A; HTR2A; SCNN1A; GRIA3; ADRA2A; GRIA4; ADORA1; CHRNA5; ADRA1D; OXTR; ADRA2C; SCN10A; SCN8A; GRIN3A
atypical teratoid rhabdoid tumor,TOP2B; AURKA; TUBB2B; TUBB3; TUBB4A; TUBB4B; DHFR; TUBB1; TUBB6; TOP1MT; TUBB8; TOP2A; TUBB2A; TUBB
autism,SCN4A; GABRA3; ALDH5A1; CRBN; GRIN3B; AVPR2; RARA; GABBR2; HCRTR2; GABRA6; DRD3; GABRB1; GABRB3; DDB1; MTNR1A; HTR1A; OXTR; GABRA5; HRH1; SCN8A; AVPR1B; GABRQ; CHRNA3; ACHE; GABRP; RBX1; GRIN2D; SLC6A4; CHRNB4; HCRTR1; MTNR1B; SCN7A; SCN1A; SIGMAR1; DRD2; SCN11A; SCN9A; CHRNA7; GABRG3; SCN5A; SCN10A; GABRD; GRIN3A; GRIN2B; GABRA4; GABRG2; SCN2A; HTR2C; GRIN2C; RARG; GRIN1; GRIN2A; GABBR1; GABRA1; DRD4; SLC12A1; RARB; GABRE; HTR2A; ATP4A; VDR; CNR1; CUL4A; GABRB2; GABRA2; SCN3A; GABRG1; AVPR1A; PAH
autism spectrum disorder,GABRA1; SLC12A1; HTR2A; GRIN2D; SLC6A4; GABRA4; PPARG; SCN1A; GABRA6; GABRB2; DRD2; ADRA2A; GABRB1; AVPR1A; ADRB2; SCN9A; HTR1A; GABRG3; SCN5A; ADRA2C; SCN10A; GABRA5; GABRD; SCN8A; GRIN3A; GABBR1; GRIN2B; ADRA2B; SCN4A; GABRA3; ACHE; GABRE; GRIN3B; FAAH; AVPR2; SCN7A; DRD3; CACNA2D1; GRIN2C; GABRG1; SCN11A; GRIN1; OXTR; NQO1; GRIN2A; ATP4A; FGF1; CNR1; MTNR1B; SCN2A; GABBR2; HTR2C; SIGMAR1; SCN3A; MTNR1A; AVPR1B; GABRQ; ADRB1; GSK3B; GABRP; GABRG2; GABRA2; GABRB3
autoimmune thrombocytopenic purpura,CD38; PTGS2; PGR; PTGS1; JAK2; RBX1; PSMB5; HMGCR; MPL; FAAH; TUBB2A; TUBB2B; SYK; AR; RARG; PPIA; TUBB8; TRAF3IP2; FKBP1A; FCGRT; NR3C1; DNMT3A; MS4A1; TNFRSF13C; TUBB4B; TRPV1; MIF; BTK; TUBB1; TNFSF13B; CRBN; RARA; CUL4A; ADRB2; TUBB6; RARB; TUBB4A; DNMT1; TOP2A; JAK1; DDB1; CD52; C1S; RHD; TUBB; HRH1; TUBB3
autosomal dominant cerebellar ataxia type II,SCN3A; SCN11A; SCN2A; SCN7A; SCN1A; SCN4A; SCN9A; SCN5A; SCN10A; SCN8A
basal cell carcinoma,PRKCZ; PTGS1; CSNK2A1; TLR8; SMO; CHEK1; PRKCA; TLR7; PRKCQ; PRKCG; CTLA4; PRKCB; PRKCE; PRKD1; PDCD1; SRC; PTGS2; LAG3; CDK6; VDR; TOP2A; PRKCI; PRKCD; TYMS; PRKCH; PRKD3; CDK2; CDK4; PDPK1; TOP1
benign essential blepharospasm,SCN2A; SCN7A; CNR1; SNAP25; SCN9A; SCN5A; SCN4A; SCN1A; SCN3A; SCN11A; GRM5; SCN10A; SCN8A
benign prostatic hyperplasia,PGR; ADRA1A; SNAP25; PDE5A; ESR2; TUBB4B; TUBB1; SRD5A1; AR; ADRA1B; ADRA1D; TUBB; SRD5A2; SRD5A3; TUBB2A; TUBB2B; TUBB6; TUBB3; TUBB8; PTGS2; TUBB4A; GNRHR
beta-thalassemia major,INHBA; CACNA1C; CACNA1S; JAK2; CACNA1F; DNMT3A; JAK1; DNMT1; CACNA1D; HBB
bile duct cancer,POLD3; FGFR1; POLA1; CD274; PARP2; PARP1; ATR; POLE; FGFR2; POLD2; PRIM1; FGFR3; POLE2; POLE3; RRM1; POLA2; PARP3; POLD1; PRIM2; POLD4; TYMS
bile duct carcinoma,FGFR1; ABL1; PDGFRB; KDR; KIT; DDR2; FLT4; PDGFRA; TYMS; CD40; TEK; RAF1; BRAF; RET; MAPK11; NTRK1; FGFR2; FLT1; FRK; EPHA2; PDCD1
biliary atresia,PDE4A; PDE8B; PDE4D; SLC10A2; PDE6A; PDE9A; PDE10A; PDE1A; PDE5A; PDE3B; PDE6D; PDE7B; PDE2A; PDE8A; PDE4C; CSF3R; PDE1C; ADORA2B; PDE3A; PDE7A; PDE6C; PDE1B; ADORA2A; PDE6B; PDE6H; PDE4B; PDE6G
biliary tract cancer,POLD1; FGFR2; POLA1; POLD2; DKK1; FRK; VEGFA; PDGFRB; FLT3; MAP2K2; KDR; RAF1; TUBB2A; TPH2; PRIM2; GART; MAP2K1; MAPK11; BCR; TUBB4B; PDCD1; NTRK1; TOP1; DHFR; POLA2; FLT4; POLD3; FLT1; TUBB4A; PDGFRA; TUBB2B; PARP1; EGFR; KIT; BRAF; DDR2; RRM1; POLD4; TYMS; DPYD; TUBB; TUBB3; TUBB8; FGFR1; ABL1; POLE2; TUBB1; TEK; CD274; TPH1; EPHA2; POLE3; RET; TUBB6; POLE; PRIM1; PARP3; LAG3; CDK6; MET; PARP2; CDK4; ERBB2; CTLA4
biliary tract disease,POLA2; POLA1; POLE3; POLE; POLD1; POLD2; POLD4; POLD3; POLE2; PRIM2; RRM1; PRIM1
biliary tract neoplasm,POLA2; POLD1; TUBB1; POLA1; POLD2; TUBB2B; CTLA4; RRM1; POLD4; TUBB6; TUBB3; TUBB8; POLD3; FLT1; FLT3; PDGFRA; PRIM2; EGFR; POLE3; KIT; BRAF; POLE; TUBB; CSF2RA; FLT4; TUBB4A; PDGFRB; RAF1; TUBB2A; RET; TYMS; TUBB4B; PDCD1; TOP1; POLE2; CD274; KDR; PRIM1
bipolar I disorder,SCN2A; SCN1A; HTR1A; GRIN2A; SCN5A; SCN8A; GRIN3B; DRD2; GSK3B; GRIN2D; IMPA1; SCN7A; SCN3A; GRIN3A; SCN4A; GSK3A; GRIN2C; SCN11A; SCN9A; GRIN1; SCN10A; GRIN2B
bipolar disorder,PDE4A; PDE8A; CACNA1S; GSK3B; CACNA1F; SLC6A2; GRIN2D; GSK3A; GRIK5; SLC6A4; ALDH5A1; CNR1; GRIA2; GRIA3; IMPA1; HTR1B; SCN2A; SCN7A; PDE5A; SLC6A3; SCN1A; HTR2C; HTR3B; CACNA1C; DRD3; GRIA4; PDE1C; HTR5A; HTR6; GRIN2C; HTR4; GABRB3; HTR3A; ADORA2B; GRIN1; HTR3C; GABRG3; GRIN2A; SCN5A; PDE4B; HTR3D; TNF; GRIN2B; SCN4A; GABRA1; PTGS2; PTGS1; HTR2A; GABRA4; PPARD; PDE10A; GRIN3B; PDE1B; THRA; PDE6H; DRD2; GRIK4; PDE3B; GRIA1; PDE6D; GABRG1; GRIK3; SCN11A; CHRM1; HTR1E; GRIK1; PDE7B; HTR1A; SCN10A; PDE6G; GABRA5; PPARA; GABRD; SCN8A; GRIN3A; PDE7A; DRD4; PGR; GABRP; PDE6C; GABRE; CA2; PDE4C; GABRG2; NR3C1; TACR1; ADORA2A; PPARG; PDE6A; GABRA6; GABRB2; CACNA1D; GABRB1; GRM2; PDE3A; HTR1F; HTR3E; GABRQ; GABRA3; ESR1; HMGCR; PDE8B; PDE4D; PDE1A; PDE6B; HTR2B; AGTR1; SIGMAR1; CACNA1B; HTR7; THRB; GABRA2; SCN3A; SV2A; PDE9A; GRIK2; SLC18A2; CA4; SCN9A; HTR1D; PDE2A
bladder transitional cell carcinoma,CD38; POLA2; POLD1; POLD3; FGFR1; POLE2; PSMB5; POLA1; FLT1; TGFB1; EPHB6; CD274; EFNB2; TUBA4A; TOP2A; TUBB2B; EPHA5; EPHA1; GART; FGFR4; RET; RRM1; MAP2K1; POLD4; EPHB3; LCK; PDCD1; PRIM1; MTOR; TUBB8; FLT4; EPHA3; FGFR3; EPHA6; CD40; TUBB1; PTK6; POLD2; FGF1; TEK; PIK3CA; FLT3; MAP2K2; KDR; RAF1; PIK3R5; PRIM2; POLE3; CTLA4; ATR; TYMS; ERBB4; CSF1R; TUBB4B; TUBB; SRC; CSF2RA; DHFR; ERBB3; ARAF; AURKA; TGFB2; TUBB4A; PIK3R2; ITK; PDGFRB; PIK3R3; PDGFRA; TUBB2A; ERBB2; EPHA2; TUBA3E; KIT; BRAF; TUBA1A; TUBA1C; PIK3CD; TUBB6; POLE; EPHA10; TUBA3C; TUBB3; PIK3CB; FGFR2; EPHA8; FKBP1A; PIK3CG; VEGFA; EPHA4; TGFB3; TUBA1B; EPHB2; EPHA7; PIK3R1; EGFR; EPHB1; EPHB4
bladder tumor,FLT4; POLD1; POLE2; POLD2; EPCAM; FLT3; PRIM2; FGFR4; POLD4; POLE; PDCD1; POLA2; PARP3; FGFR2; FGFR3; POLD3; FGFR1; ESR1; RBX1; CD3D; DDB1; TUBB4B; PRIM1; TUBB3; POLA1; FLT1; CRBN; CD274; KDR; PARP2; TUBB2B; KIT; CTLA4; RET; TUBB6; CSF1R; TUBB1; TUBB4A; PDGFRB; IDO1; PDGFRA; TUBB2A; CUL4A; PARP1; POLE3; CD3G; RRM1; TUBB; CD3E; TUBB8
blastic plasmacytoid dendritic cell neoplasm,POLA2; TUBB1; POLD2; NR3C1; DNMT3A; PPAT; DNMT1; TUBB2A; EEF2; POLD4; POLE; DHFR; TUBB8; POLD3; POLA1; TUBB2B; PRIM2; RRM1; TUBB6; IL3RA; PRIM1; POLE2; TUBB4A; POLE3; MS4A1; BCL2; TUBB; POLD1; TOP2A; TUBB4B; TUBB3
blindness (disorder),NDUFB4; NDUFB2; NDUFS7; NDUFA5; NDUFA10; NDUFAF1; NDUFA9; NDUFB9; NDUFC2; NDUFAF2; NDUFA11; NDUFAF3; NDUFB1; MT-ND1; NDUFS8; NDUFB3; NDUFA2; NDUFB5; NDUFS6; NDUFV3; NDUFS4; NDUFB6; NDUFV2; NDUFA12; NDUFA13; MT-ND5; NDUFA7; NDUFS1; NDUFB7; NDUFC1; GPD2; NDUFA8; NDUFB10; NDUFS2; NDUFV1; NDUFA4; MT-ND6; MT-ND2; MT-ND4L; NDUFS3; NDUFAB1; NDUFAF4; NDUFA1; NDUFB11; NDUFB8; NDUFS5; NDUFA3; NDUFA6; NDUFA4L2; MT-ND3; MT-ND4
blood coagulation disease,PTGS2; OPRM1; SERPINC1; CHRM3; CHRM2; ADRB3; ADRB1; F10; ADRB2; SCN4A; ESR1; PTGS1; VDR; PLG; ADRA1B; ADRA2C; ADRA1A; ADRA2A; CHRM1; ADRA1D; ADRA2B
body weight gain,NDUFB2; NDUFA8; NDUFA1; NDUFA2; NDUFAF1; NDUFV2; NDUFA12; NDUFA4L2; NDUFA4; MT-ND6; MT-ND2; MT-ND4; NDUFAB1; NDUFC1; NDUFS8; GPD2; NDUFS7; NDUFB3; NDUFA10; NDUFB6; NDUFS5; NDUFAF3; NDUFA6; MT-ND3; NDUFS3; NDUFS1; NDUFAF4; NDUFA5; NDUFB5; NDUFB11; NDUFS2; NDUFAF2; NDUFS4; NDUFV1; NDUFB1; NDUFA13; HRH1; NDUFB4; NDUFB7; HRH3; NDUFA9; NDUFB10; NDUFS6; NDUFB9; NDUFC2; NDUFV3; NDUFB8; NDUFA3; NDUFA11; OXTR; MT-ND5; MT-ND1; MT-ND4L; NDUFA7
bone fracture,OPRM1; TNFSF11; PLG; IMPA1; SCN1A; SCN9A; CHRNB1; TRPV1; SCN8A; GRIN3A; CASR; PTGS2; PTGS1; CHRNE; VDR; CHRND; PTH1R; GRIN2C; INSR; SCN5A; SCN10A; SCN2A; SCN3A; CACNA2D1; SOST; CHRNG; SCN4A; GSK3B; GRIN2D; GSK3A; GRIN3B; FAAH; SCN7A; CHRNA1; SCN11A; GRIN1; GRIN2A; GRIN2B
bone marrow failure syndrome,POLA2; POLD1; POLE2; POLD2; POLE3; RRM1; PRIM1; DHFR; FKBP1A; POLD4; POLE; POLD3; POLA1; PRIM2
bone sarcoma,POLA1; POLE3; TLR7; POLA2; POLD1; POLE2; RRM1; POLD4; POLE; PDCD1; POLD3; POLD2; PRIM2; DHFR; FKBP1A; PRIM1
botulism,KCNQ4; KCNA10; KCNV2; KCNA3; KCND2; KCNH2; KCNQ2; KCNH4; KCND1; KCNA7; KCNA1; KCNA5; KCNC3; KCNA6; KCNV1; KCNC2; KCNG4; KCNG3; KCND3; KCNH6; KCNA2; KCNH8; KCNQ3; KCNH7; KCNG1; KCNQ1; KCNS1; KCNH3; KCNS2; KCNB1; KCNF1; KCNS3; KCNQ5; KCNC4; KCNC1; KCNH5; KCNH1; KCNG2; KCNA4; KCNB2
brain cancer,GSK3B; IMPDH1; POLD2; VEGFA; NR3C1; PPARG; IMPA1; ERBB2; EGFR; POLE3; POLD4; CHEK2; PRIM1; TOP1; TUBB8; POLA2; POLD3; TUBB1; POLA1; GSR; GSK3A; TUBB2A; PRIM2; HTR3A; RRM1; HDAC3; TYMS; IMPDH2; ERBB4; TUBB; TLR7; POLD1; PTGS2; HDAC6; HDAC1; TUBB2B; CHEK1; TUBB6; PDCD1; HDAC2; CD47; TUBB3; POLE2; TUBB4A; CSF3R; POLE; TUBB4B; TXNRD1
brain disease,FGR; FYN; ABL1; HCK; PDGFRB; PDE1B; SRMS; PDE6B; PDE6D; HTR3A; PDE7B; LCK; HDAC2; LYN; PDE6C; PDE4D; PDE1A; ADORA2A; PDE3B; PDE1C; KIT; ADORA2B; YES1; PDE4B; BCR; SRC; PDE4A; PDE8A; HDAC6; FRK; PDE10A; PDE8B; PDE6A; BLK; PDE5A; PDE6H; PDE9A; HDAC3; PDE6G; PDE7A; PDE4C; HDAC1; EPHA2; PDE3A; PDE2A
brain injury,DRD4; GABRP; SLC6A2; OPRM1; HMGCR; IL1R1; GRIN3B; FAAH; nan; ESR2; AGTR1; GABRA6; DRD2; SLC22A8; ADRA2A; GABRB1; AVPR1A; HTR3A; ADRB2; KCNK3; GRIN1; ADRA2C; GABRA5; EPOR; KCNJ11; GABRD; ADRB3; TRPV1; ADRA2B; GABRA3; GABRA1; ADRB1; GUCY1B1; ACHE; ESR1; KCNK10; GRIN2D; GABRA4; GABRG2; TACR1; AVPR2; DRD3; GABRA2; GABRG1; GABRG3; KCNK18; PPIA; GRIN3A; GABRQ; PTGS2; PGR; KCNK2; COMT; GABRE; SLC6A4; ALDH5A1; VEGFA; GHR; ADRA1A; SNAP25; GABRB2; GLRA1; PTGIR; GRIN2C; SLC22A11; GRIN2A; GRIN2B; ABCC8; PTGS1; PLG; PDE5A; SLC6A3; GABRB3; KCNK9; ADRA1B; ADRA1D; SLC22A6
brain ischemia,SCN4A; NDUFS1; GUCY1B1; CA2; GRIK5; GRIA2; MTNR1B; GABRA6; ADRA2A; GABRA2; GRIA4; GABRG1; GABRB1; ADORA1; NDUFAF2; GABRB3; CA4; GRIK1; NDUFA11; NDUFB1; NDUFA6; SCN10A; EPOR; GABRD; SCN8A; NDUFS3; ADRA2B; GABRA1; GABRP; NDUFC1; GABRG2; NDUFS7; NDUFAF4; NDUFA10; SCN2A; NDUFA9; SCN1A; NDUFS6; GABRB2; NDUFC2; SCN3A; GRIA1; NDUFS2; GRIK3; GRIK2; SCN11A; SCN9A; GABRG3; SCN5A; NDUFA13; MT-ND3; NDUFA7; GABRQ; NDUFAB1; GABRA3; NDUFB4; NDUFB2; GABRE; GABRA4; NDUFS8; NDUFB3; NDUFA8; NDUFAF1; NDUFB11; GRIK4; NDUFS4; NDUFB8; NDUFV1; MTNR1A; ADORA2B; NDUFAF3; NDUFV2; ADRA2C; NDUFA12; NDUFA4L2; GABRA5; MT-ND4; MT-ND1; NDUFB7; GPD2; PLG; nan; NDUFA1; GRIA3; ADORA2A; NDUFA5; NDUFA2; NDUFB5; SCN7A; NDUFB10; NDUFB9; NDUFV3; NDUFB6; NDUFS5; NDUFA3; NDUFA4; MT-ND6; MT-ND2; MT-ND5; MT-ND4L; ADORA3
brain neoplasm,POLA2; FLT4; PTGS2; POLD3; ESR1; NDUFB7; FLT1; MET; NDUFS8; VEGFA; PDGFRB; NDUFA8; TGFB3; TUBA1B; IL13RA2; NDUFAF4; SRMS; TUBA4A; PPAT; NDUFA5; DNMT1; NDUFA2; TOP2A; PDGFRA; SCN7A; ERBB2; PRIM2; EGFR; NDUFB9; CACNA1C; TUBA3E; KIT; BRAF; SV2A; NDUFB6; RET; NDUFB8; TUBA1A; NDUFA3; HDAC3; RRM2; TUBB6; SCN5A; SCN10A; NDUFA4L2; TUBB; HDAC2; SCN8A; SRC; TXNRD1; MT-ND5; DHFR; TUBB8; ADRA2B; SCN4A; FYN; TOP2B; IL4R; TGFB2; HDAC6; TUBB1; HCK; CACNA1F; GSR; TGFB1; CDK6; HDAC1; NDUFB3; CSF3R; DNMT3A; FLT3; MAP2K2; KDR; NDUFA10; IL13RA1; RAF1; NDUFB5; SCN2A; TUBB2B; CYP19A1; EML4; SCN1A; NDUFS6; NDUFB11; SCN3A; NDUFAF2; RRM1; NDUFS5; MAP2K1; NDUFA11; NDUFA12; NDUFA6; NDUFA13; TUBB4B; NDUFA4; EPHB4; TUBA3C; MT-ND3; MT-ND1; MT-ND4L; TUBB3; FGR; NDUFAB1; NDUFS1; POLD1; CACNA1S; FKBP1A; POLE2; SLC6A2; TUBB4A; NDUFS7; LRP1; BLK; TUBB2A; PDE5A; NDUFA9; SLC5A2; NDUFB10; EPHA2; CACNA1B; ADRA2A; NDUFC2; NDUFS2; NDUFV3; NDUFS4; TUBA1C; NDUFV1; SCN11A; ALK; POLD4; YES1; POLE; NDUFAF3; NDUFV2; LCK; NDUFB1; TOP1MT; BCR; PDCD1; PPIA; CSF2RA; MT-ND6; MT-ND4; TOP1; NDUFS3; ADRB1; RRM2B; NDUFB4; NDUFB2; ABL1; POLA1; POLD2; NDUFC1; FRK; OPRM1; ALDH5A1; GPD2; NDUFA1; CDK4; NDUFAF1; POLE3; CACNA1D; ADRB2; SCN9A; ERBB4; CSF1R; ADRA2C; PRIM1; MT-ND2; LYN; NDUFA7
breast adenocarcinoma,CD38; HDAC7; POLD1; HDAC6; POLA1; AKT2; CDK6; DNMT3A; CD274; PARP2; CHRM3; HDAC8; TUBB4B; TUBB; HDAC2; TUBB8; POLA2; HDAC4; LAG3; TGFB2; ABL1; HDAC10; POLD2; HDAC1; AKT3; PIK3CA; MAP2K2; TOP2A; ERBB2; AR; POLD4; TUBB6; PDCD1; HDAC9; POLD3; TUBB1; TUBB4A; TGFB3; DNMT1; TUBB2A; ESR2; AKT1; PARP1; EGFR; MS4A1; HDAC11; CTLA4; RRM1; CHRM1; MAP2K1; PIK3CD; HDAC3; POLE; CHRM2; PRIM1; TUBB3; POLE2; PSMB5; TGFB1; HDAC5; OPRM1; CDK4; TUBB2B; CYP19A1; PRIM2; POLE3; ERBB4; CSF2RA
