disease_name,gene_name
breast carcinoma,NDUFS1; POLD1; NDUFB4; POLD3; FKBP1A; ESR1; PSMB5; FLT1; GSR; TUBB4A; CDK6; NDUFS8; VEGFA; HMGCR; NDUFB3; CSF3R; PIK3CA; NDUFAF4; ADORA2A; NDUFA5; NDUFA10; NDUFA2; SSTR4; ESR2; NDUFB10; AKT1; NDUFS6; RRM1; NDUFV1; MAP2K1; ATR; POLD4; TUBB6; TYMS; NDUFB1; TUBB4B; MT-ND6; MT-ND2; MT-ND5; MT-ND4L; TUBB8; SSTR3; NDUFAB1; FLT4; PTGS2; HSP90AA1; AURKA; NDUFB2; HSP90AB1; POLE2; POLD2; GNRHR; AKT3; NDUFA8; CD274; TOP2A; CDK4; TUBB2A; TUBB2B; NDUFAF1; CYP19A1; ERBB2; PARP1; PRIM2; NDUFB11; NDUFB9; NDUFC2; NDUFS2; NDUFV3; NDUFS5; ADORA2B; POLE; ERBB4; SSTR2; PDCD1; TUBB; PRIM1; DHFR; TUBB3; POLA2; PARP3; NDUFB7; TUBB1; POLA1; ATP4A; PDGFRB; GPD2; TNFSF11; NDUFA1; MAP2K2; PARP2; PDGFRA; NDUFA9; SSTR1; POLE3; KIT; ADORA1; CTLA4; NDUFB6; NDUFAF3; NDUFA12; MUC1; NDUFA4L2; NDUFA13; MT-ND3; MT-ND4; MT-ND1; TOP1; NDUFS3; AKT2; NDUFC1; OPRM1; NR3C1; NDUFS7; KDR; NDUFB5; EGFR; SSTR5; NDUFAF2; NDUFS4; NDUFB8; AR; NDUFA3; NDUFA11; NDUFV2; NDUFA6; NDUFA4; NDUFA7; ADORA3
breast carcinoma in situ,TUBB4A; NR3C1; TUBB2A; TUBB8; TUBB1; TUBB2B; CYP19A1; TUBB6; HRH1; TUBB3; ESR1; HRH2; TUBB4B; PDCD1; ESR2; TUBB
breast ductal adenocarcinoma,TUBB2A; TUBB2B; ERBB2; TUBB3; TUBB1; TUBB4B; TUBB; EGFR; TUBB4A; TUBB6; TUBB8
breast ductal carcinoma in situ,SCN4A; NDUFS1; ESR1; NDUFS8; NDUFS7; TUBB2A; TUBB2B; NDUFAF1; CYP19A1; ESR2; NDUFB11; NDUFC2; NDUFB8; NDUFA3; NDUFA11; NDUFV2; OXTR; MT-ND6; MT-ND2; MT-ND4L; TUBB3; TUBB8; NDUFA7; NDUFB4; NDUFA2; NDUFB5; NDUFA9; NDUFB10; ERBB2; NDUFS2; SCN11A; SCN9A; NDUFB1; NDUFA13; TUBB4B; NDUFA4; NDUFS3; NDUFB2; TUBB1; NDUFC1; OPRM1; GPD2; NDUFAF4; NDUFA5; SCN2A; NDUFS6; SCN3A; NDUFV3; FDPS; NDUFAF2; NDUFS4; NDUFB6; NDUFV1; NDUFS5; NDUFAF3; NDUFA12; SCN8A; CSF2RA; MT-ND3; MT-ND4; NDUFAB1; NDUFB7; TUBB4A; NDUFB3; NDUFA8; NDUFA1; NDUFA10; TOP2A; SCN7A; SCN1A; NDUFB9; TUBB6; SCN5A; NDUFA6; SCN10A; NDUFA4L2; TUBB; ESRRG; MT-ND5; MT-ND1
breast neoplasm,FGR; POLA2; FLT4; PDE4A; PDE8A; PTGS2; RARB; POLD3; GSK3B; ESR1; PTGS1; TUBB1; PTK6; POLA1; GABRE; FLT1; TUBB4A; AKT2; PDE4C; CDK6; PIK3CG; EPHB6; POLD2; GABRA4; FOLR1; VDR; NR3C1; PDGFRB; EPHA4; HDAC1; AKT3; PIK3R3; CSF3R; TEK; CD274; FLT3; PDE1B; TUBA1B; KDR; PARP2; DNMT1; TOP2A; PDE6B; PDGFRA; BLK; TUBB2B; CYP19A1; APH1B; ESR2; IGF1R; ERBB2; AKT1; EPHA5; PIK3R1; GABRA6; GABRB2; PRIM2; EPHA1; GABRA2; EPHB1; KIT; PDE9A; PRKCB; HTR3A; IGF2; TUBA1C; AR; P2RY12; PDE7B; POLD4; TUBB6; YES1; ERBB4; EPHA10; GRIN2A; TOP1MT; GABRA5; PDCD1; TUBB; PRIM1; MTOR; DHFR; TLR9; TUBB3; TUBB8; GRIN2B; FYN; GABRA3; GABRA1; FGFR1; PSEN1; TGFB2; GABRP; ABL1; STS; TGFB1; PDE10A; VEGFA; HMGCR; ITK; TGFB3; TUBA4A; ADORA2A; CDK4; TUBB2A; PDE6H; PARP1; EGFR; TUBA3E; PDE3B; PDE1C; GART; FDPS; NCSTN; GABRG1; GABRB1; RET; GABRB3; KCNK9; HDAC3; TYMS; POLE; GABRD; TUBB4B; EPHB4; TUBA3C; CSF2RA; LYN; SCN4A; TYMP; PIK3CB; POLD1; ERBB3; FGFR3; EPHA8; EPHA6; PGR; KCNK2; FKBP1A; PDE6C; KCNK10; POLE2; HCK; GNRHR; PDE8B; GABRG2; PDE4D; GRIN3B; PIK3CA; MAP2K2; SMO; PDE6A; EPHB2; EPHA7; GLRA1; POLE3; PDE6D; RRM1; TUBA1A; PIK3CD; RARG; GABRG3; CSF1R; LCK; PDE4B; PDE6G; PDE2A; HDAC2; SRC; GRIN3A; TOP1; PSENEN; PDE7A; GABRQ; IGF1; PARP3; EPHA3; HDAC6; GRIN2D; PIK3R2; FRK; PDE1A; APH1A; DNMT3A; TNFSF11; SRMS; RARA; KIF11; PDE5A; PIK3R5; EPHA2; PSEN2; MS4A1; GRIN2C; FNTA; MAP2K1; ADORA2B; KCNK3; PDE3A; ATR; GRIN1; EPHB3; BCR; KCNK18; DPYD; FNTB
bronchiolitis obliterans,IFNGR1; JAK2; FLT1; KDR; IFNGR2; ADRB2; FGFR3; PSMB5; NR3C1; PPIA; FLT4; FKBP1A; PDGFRB; JAK1; CYSLTR1; FGFR2; FGFR1; PDGFRA; FGFR4
bronchoalveolar adenocarcinoma,PSMB5; NDUFS7; NDUFB3; NDUFAF4; NDUFB5; TUBB2A; TUBB2B; NDUFAF1; NDUFB10; EGFR; NDUFS4; NDUFA3; TUBB6; NDUFB1; NDUFA12; NDUFA4L2; TUBB; MT-ND2; MT-ND4; NDUFS1; AKT2; NDUFS8; NDUFA8; NDUFA5; NDUFA10; NDUFS6; NDUFB9; NDUFV3; NDUFV1; NDUFS5; NDUFA4; MT-ND6; NDUFS3; TUBB8; NDUFAB1; TUBB1; NDUFC1; NDUFA2; NDUFS2; NDUFAF2; NDUFB8; NDUFA11; NDUFAF3; NDUFV2; NDUFA13; TUBB4B; MT-ND5; MT-ND1; MT-ND4L; DHFR; NDUFA7; NDUFB4; NDUFB2; NDUFB7; TUBB4A; GPD2; AKT3; NDUFA1; NDUFA9; AKT1; NDUFB11; NDUFC2; GART; NDUFB6; TYMS; NDUFA6; MT-ND3; TUBB3
bronchopulmonary dysplasia,NR3C1; ADORA3; GUCY1B1; SLC12A1; nan; ADORA2B; PDE5A; ADORA1; PTGS2; PTGS1; ADORA2A
bulimia nervosa,SCN4A; GABRA1; ESR1; SLC6A2; GRIA2; GRIA3; GABRB1; GRIK2; SLC18A2; GRIK1; GABRA5; GABRA3; GABRA4; GNRHR; GABRG2; GABRA6; GRIK4; NR3C2; GABRA2; GABRG1; GRIK3; GABRB3; SCN10A; GABRP; GABRE; GRIK5; SCN7A; SLC6A3; SCN1A; GRIA4; SCN3A; GRIA1; CA4; SCN11A; SCN9A; SCN5A; GABRD; SCN8A; PGR; CA2; SCN2A; GABRB2; GABRG3; GABRQ
bullous pemphigoid,IL5RA; IL17A; IL12B; NR3C1; PPAT; CCL11; C5AR1; IGHE; LTB4R; IL4R; DHODH; FCGRT; C5; MS4A1; CXCR1; LTB4R2; DHFR; CXCR2
burn,SCN4A; ACHE; NDUFB2; PTGS1; NDUFB7; COL1A1; GPD2; PLG; NDUFA5; COL2A1; COL6A1; ADRA2A; NDUFC2; SCN3A; NDUFAF2; NDUFS5; COL4A3; AR; ADRB2; SCN9A; COL6A5; NDUFB1; NDUFA12; PPARA; HRH1; COL27A1; MT-ND2; GRIN3A; MT-ND4; COL11A2; ADRB1; NDUFB4; PTGS2; GRIN2D; NDUFS8; GHR; NR3C1; GRIN3B; NDUFAF4; NDUFA10; MTNR1B; COL4A2; SCN7A; NDUFA9; COL6A2; NDUFB11; COL6A3; NDUFS4; COL3A1; NDUFA3; INSR; SCN10A; COL4A5; NDUFA4; MT-ND5; COL6A6; NDUFS3; NDUFA7; GRIN2B; NDUFC1; OPRM1; NDUFS7; NDUFA8; CSF3R; CHRM3; NDUFB5; SCN2A; NDUFB10; TRPM8; NDUFS6; NDUFS2; NDUFV3; NDUFV1; MTNR1A; CHRM1; GRIN1; SCN5A; ADRA2C; NDUFA6; NDUFA4L2; COL4A1; SCN8A; COL4A6; MT-ND3; COL5A2; COL15A1; MT-ND4L; ADRA2B; NDUFAB1; NDUFS1; COL11A1; COL5A3; COL4A4; TRPA1; VDR; HMGCR; SERPINC1; NDUFB3; NDUFA1; COL5A1; NDUFA2; NDUFAF1; SCN1A; NDUFB9; GRIN2C; COL1A2; NDUFB6; NDUFB8; SCN11A; COL24A1; NDUFA11; NDUFAF3; NDUFV2; COL18A1; GRIN2A; NDUFA13; MT-ND6; MT-ND1; COL28A1
bursitis,PTGS2; NR3C1; SCN2A; SCN1A; TRPM8; SCN8A; PTGS1; SCN3A; SCN10A; SCN4A; TRPA1; SCN11A; SCN7A; SCN9A; SCN5A
cancer,BTK; GABRA3; POLA2; CYP3A43; GABRA1; ADRB1; ROS1; HDAC7; POLD1; FGFR2; PTGS2; SLC12A1; FGFR1; HSP90AA1; PGR; OPRK1; FKBP1A; LAG3; DLL3; GABRP; JAK2; IL2RB; RBX1; KCNK10; POLE2; TUBB1; CHRNA4; FLT1; MAPK3; TUBB4A; AURKC; AKT2; GRIN2D; CDK6; POLD2; GNRHR; VDR; OPRM1; GABRG2; NR3C1; PDGFRB; CRBN; EPHA4; OPRD1; HDAC1; AKT3; FAAH; SERPINC1; CSF3R; CD274; ADRA1A; TUBA1B; KDR; PARP2; DNMT1; TOP2A; MTNR1B; EPHA7; CDK4; TUBB2B; PDE5A; CUL4A; ERBB2; AKT1; GLRA1; PRIM2; EGFR; EPHA1; HDAC8; POLE3; DRD2; ADRA2A; NR3C2; MS4A1; XDH; GART; GABRG1; GABRB1; ICOS; RET; GABRB3; HTR3A; DDB1; MTNR1A; AR; ADRA1B; KIF5B; ALK; TUBB6; GRIN1; TYMS; POLE; IMPDH2; ERBB4; GABRG3; CSF1R; GRIN2A; SCN5A; TOP1MT; MAPK11; GABRA5; KCNK18; GABRD; ADRB3; TUBB; HDAC2; SRC; NTRK1; PDE7A; TUBB8; ADORA3; FYN; FLT4; EPHA3; ERBB3; EPHA8; TOP2B; EPHA6; KCNK2; ACHE; PTK6; POLA1; SLC6A2; EPHB6; CYP3A5; IMPDH1; CCDC6; GABRA4; VEGFA; GRIN3B; CNR1; PIK3CA; PLG; PDE1B; MAP2K2; ADORA2A; RAF1; IL2RA; PDGFRA; SCN7A; TUBB2A; MMP7; MMP13; IDH1; PDE6H; EML4; GABRA6; HTR3B; GABRA2; TUBA3E; SCN3A; PDE1C; KIT; BRAF; CYP3A4; CYP3A7; CTLA4; PRKCB; RRM1; TUBA1C; MAP2K1; ADRB2; ADORA2B; INSR; KCNK3; ATR; HTR3C; SSTR2; NPM1; EPHB3; LCK; ADRA2C; HTR3D; PDE2A; TUBB4B; PDCD1; DPYD; EPHB4; MMP1; SCN8A; TUBA3C; TXNRD1; MTOR; DHFR; TUBB3; GABRQ; ADRA2B; CD22; PARP3; HDAC4; POLD3; AURKA; HDAC6; PTGS1; HSP90AB1; HDAC10; HCK; GABRE; HTR2A; MSLN; MET; SLC6A4; IL23A; PDE10A; HMGCR; PDE8B; PDE4D; TACR1; MMP8; DNMT3A; EPCAM; SRMS; F10; AVPR2; SMO; PDE6A; EPHB2; PDE6B; SCN2A; BLK; HCN4; NTRK3; IFNAR1; NECTIN4; PARP1; EPHA5; GABRB2; NTRK2; PDE3B; EPHB1; IFNAR2; FGFR4; GRIN2C; SSTR5; JAK1; HDAC11; TUBA1A; PDE7B; HDAC3; ADRA1D; TRHR; POLD4; AURKB; TIGIT; EPHA10; TACSTD2; SCN10A; PDE6G; HTR3E; EPOR; HRH1; TLR7; TRPV1; CD47; DPP4; PRIM1; LYN; GRIN2B; FGR; SCN4A; HDAC9; PDE4A; FGFR3; PDE8A; PDE6C; ABL1; MAPK1; PDE4C; HDAC5; FRK; ITK; HRH2; PDE1A; TEK; CCR2; FLT3; TUBA4A; MAS1; IDO1; SSTR4; CYP19A1; SSTR1; SLC6A3; EPHA2; SCN1A; CHEK1; CACNA2D1; PDE6D; ACE; PDE9A; CHRNB2; CCR5; DDR2; ADORA1; HTR4; WEE1; SCN11A; KCNK9; SCN9A; PIK3CD; BCL2; PDE3A; YES1; PDE4B; BCR; ADA; GRIN3A; TOP1; TLR9; SSTR3
cancer pain,PTGS2; OPRM1; GRIN1; SCN5A; SCN10A; TRPV1; PTGS1; GRIN3B; FAAH; SCN7A; GRIN2B; OPRK1; GRIN2D; SCN2A; SCN1A; SCN9A; SCN4A; SCN3A; GRIN2C; SCN11A; GRIN2A; SCN8A; GRIN3A
cannabis dependence,DRD4; PGR; CHRNA4; SLC6A2; GRIK5; SLC6A4; GABRA4; TACR1; GABBR2; GABRA6; GRIA4; HTR1A; GABRG3; GABRQ; ADRA2B; GABRE; OPRM1; GABRG2; CNR1; GRIA3; SLC6A3; DRD2; DRD3; CACNA2D1; GRIA1; CHRNB2; GABRG1; HTR3A; CA4; SCN11A; GRIK1; SCN5A; GABRA5; SCN8A; GABRA3; MAOB; OPRK1; GABRP; HTR2A; FAAH; GRIA2; GABRB2; GRIK4; ADRA2A; SCN3A; GABRB1; GABRB3; SCN9A; ADRA2C; GABRD; SCN4A; GABRA1; CA2; OPRD1; SCN2A; SCN7A; SCN1A; HTR2C; GABRA2; GRIK3; GRIK2; SCN10A; GABBR1
carcinoid syndrome,FKBP1A; SSTR4; TPH2; SSTR5; SSTR2; SSTR3; SSTR1; EGFR; PDCD1; TPH1
carcinoid tumor,FLT1; CCKBR; PGF; FLT3; PDGFRA; TUBB2B; SSTR1; KIT; SSTR5; SSTR2; TUBB8; SSTR3; FKBP1A; TUBB4A; MET; PDGFRB; SSTR4; TUBB2A; FGFR4; RET; TUBB6; TYMS; CSF1R; PDCD1; FLT4; FGFR1; ESR1; VEGFA; KDR; IFNAR1; TUBB4B; BTK; FGFR2; FGFR3; TUBB1; IFNAR2; CTLA4; TUBB; TUBB3
carcinoma,NDUFAB1; POLA2; FLT4; HDAC7; HDAC4; POLD3; FGFR1; FKBP1A; PTGS1; ABL1; IL2RB; TUBB1; FLT1; SLC6A2; TUBB4A; MET; POLD2; SLC6A4; VEGFA; HMGCR; GABRG2; MPL; FLT3; KDR; PARP2; TOP2A; TUBB2A; TUBB2B; NDUFA9; ESR2; NDUFB10; SLC6A3; PARP1; SCN1A; EGFR; NDUFB11; KIT; GART; CHRNB2; GABRB1; CTLA4; NDUFS4; NDUFB6; RET; NDUFV1; NDUFA3; KCNK3; TUBB6; ERBB4; NDUFB1; SCN5A; TOP1MT; NDUFA4L2; TUBB4B; NDUFA4; TUBB; MT-ND3; TOP1; DHFR; TUBB8; NDUFA7; GABRQ; GABRA3; NDUFS1; CASR; FGFR3; TOP2B; KCNK2; NDUFB2; HDAC6; HDAC10; CDK6; GABRA4; NDUFS8; PDGFRB; NDUFA8; EPCAM; NDUFAF4; AVPR2; IL2RA; CDK4; GABRA6; POLE3; SCN3A; BRAF; NDUFV3; FGFR4; NDUFB8; RRM1; NDUFS5; SCN9A; RRM2; POLD4; TYMS; POLE; NDUFA12; GABRD; PDCD1; HDAC2; SCN8A; MT-ND4L; NDUFS3; TLR9; TUBB3; SCN4A; GABRA1; PARP3; HDAC9; NDUFB4; PTGS2; NDUFB7; GABRE; HDAC5; NDUFB3; CSF3R; NDUFA5; NDUFA10; NDUFA2; PDGFRA; SCN2A; NDUFAF1; CYP19A1; NDUFS6; PRIM2; HDAC8; NDUFB9; GABRA2; CD3G; HDAC11; NDUFAF2; GABRB3; SCN11A; AR; NDUFAF3; NDUFV2; GABRG3; SCN10A; NDUFA13; BCR; KCNK18; PRIM1; CSF2RA; MT-ND2; MT-ND1; POLD1; FGFR2; ESR1; GABRP; KCNK10; POLE2; CHRNA4; POLA1; GNRHR; NDUFC1; GPD2; NDUFS7; HDAC1; CD274; TNFSF11; NDUFA1; RAF1; NDUFB5; SCN7A; CYP11A1; ERBB2; GABRB2; GLRA1; NDUFC2; NDUFS2; CYP11B1; GABRG1; CD3D; KCNK9; HDAC3; NDUFA11; ATR; CSF1R; NDUFA6; GABRA5; MT-ND6; MT-ND5; CD3E; MT-ND4
carcinoma of liver and intrahepatic biliary tract,PDGFRB; FLT3; MAP2K2; TOP2A; RAF1; BRAF; RET; FLT4; FKBP1A; FLT1; KIT; MAP2K1; KDR
cardiac amyloidosis,TTR; RBX1; NR3C1; MMP1; CRBN; MMP8; MMP7; DDB1; MMP13; CUL4A; SLC5A2
cardiac arrest,SCN4A; GABRA3; KCNH2; GUCY1B1; CHRNE; AVPR2; ADORA2A; SCN1A; GABRA2; PDE3B; AVPR1A; SCN11A; CHRM1; ADRB2; SCN9A; PDE3A; ADORA3; ADRA1A; CHRND; SCN2A; GABRG1; CHRNB1; ADRA1B; ADRA1D; SCN5A; ADRA2C; SCN10A; GABRA5; EPOR; ADRB3; PPIA; ADRA2B; ADRB1; PDE4C; GABRG2; PDE4D; NR3C1; CHRM3; SCN7A; ADRA2A; ADORA1; CHRM2; SCN8A; GABRA1; PDE4A; nan; CHRNA1; SCN3A; PTGIR; ADORA2B; GABRG3; PDE4B; CHRNG; AVPR1B
cardiac arrhythmia,SCN4A; ADRB1; HMGCR; SCN2A; SCN1A; CACNA1C; SCN3A; CHRM1; ADRB2; GABRG3; SCN5A; SCN10A; TUBB4B; SCN8A; ADRA2B; GABRA1; KCNH2; CACNA1S; TUBB1; ATP4A; SCNN1A; KCNJ5; KCNJ2; KCNA5; SCN7A; HTR2C; DRD2; GABRA2; ADRA1D; ADRA2C; TUBB8; GABRA3; HTR2A; SLC6A2; ADRA1A; CHRM3; TUBB2B; HCN4; ADRA2A; SCN9A; ADRA1B; TUBB6; GABRA5; TUBB3; CACNA1F; TUBB4A; GABRG2; SNAP25; TUBB2A; CACNA1D; KCNJ3; GABRG1; SCN11A; KCND3; ADRB3; TUBB
cardiomyopathy,ADRB1; IMPDH1; ADORA2A; TOP2A; IFNAR1; NR3C2; ADRA1B; ADORA2B; ADORA3; KCNH2; TTR; ACE; ADORA1; NPR1; ADRA1D; IMPDH2; TOP2B; HMGCR; NR3C1; ADRB3; ADRA1A; PPAT; IFNAR2; ADRB2
cardiovascular disease,ITGA2B; CACNG3; CACNA1G; SCN4A; CACNA2D2; NPC1L1; KCNH2; GUCY1B1; CACNB1; DRD4; SLC12A3; PTGS2; CACNA1S; FKBP1A; TUBB1; IMPDH1; PRKAG2; HMGCR; PDE1A; ADRA1A; PTGER2; TNNI3; CACNG6; ACLY; PRKAB2; PPARG; ROCK2; SCN2A; SCN7A; HCN4; MTTP; SCN1A; DRD2; CACNA2D4; PDE3B; GUCY1A2; PDE1C; CACNA2D3; XDH; ACE; PTGER1; ADORA1; GUCY1A1; ABCA1; CACNB3; SCN11A; PCSK9; ADRB2; P2RY12; NPR1; SCN9A; ADORA2B; ADRA1D; PDE3A; DRD1; SCN10A; PDE6G; PPARA; TUBB; MMP1; CACNA1E; DHFR; TUBB8; ADRA2B; ATP1A2; ADRB1; ROCK1; PGR; APOB; CETP; PTGS1; PDE6C; CACNA1I; CACNA1F; CACNG1; SCNN1A; VDR; PRKAB1; PDE10A; PDE4D; NR3C1; TNNC1; PRKAG3; SERPINC1; TNNT2; CNR1; PDE1B; ADORA2A; PRKAA1; ATP1A4; ANGPTL3; RXFP2; TUBB2A; TUBB2B; PDE6H; SLC5A2; AGTR1; CACNA1B; ADRA2A; DRD3; SCN3A; PTGIR; PDE9A; ATP1A1; AVPR1A; RXFP1; FGA; FGB; TUBB6; F2; PRKAG1; ADRA2C; PDE2A; HRH1; TRPV1; LPA; MTOR; ADORA3; CACNG5; CACNG4; HTR2A; CACNG7; PPARD; GHR; HRH2; THRA; PDE6B; MMP7; PDE5A; CACNA1A; CACNA1C; NR3C2; CACNA1D; PRKAA2; DRD5; ADRA1B; FGG; IMPDH2; PDE4B; TUBB4B; PPIA; SCN8A; PDE7A; CPT1B; TUBB3; ITGB3; PDE4A; PDE8A; SLC12A1; ESR1; TUBB4A; ATP1A3; PDE4C; APOC3; PDE8B; HSD11B1; MMP8; CCR2; nan; AVPR2; PDE6A; HTR1B; MMP13; CACNG8; REN; THRB; CACNA2D1; PDE6D; CPT2; CACNB2; CACNG2; PDE7B; HTR1A; CACNB4; SCN5A; ADRB3; CACNA1H; CALM1
carpal tunnel syndrome,SCN4A; NR3C1; SCN2A; SCN3A; SCN9A; SCN5A; SCN10A; PTGS1; SCN7A; SCN1A; CACNA2D1; SCN11A; TRPV1; VAMP2; FAAH; SNAP25; SCN8A; PTGS2
cataract,SCN4A; GABRA3; GABRA1; PTGS2; PTGS1; GABRE; GRIN2D; NR3C1; ADRA1A; SCN2A; SCN7A; ADRA2A; GRIN2C; GABRB3; SCN9A; GRIN1; GABRG3; GRIN2A; SCN5A; GABRD; ADRB3; GRIN3A; GRIN2B; ADRA2B; GRIN3B; CHRM3; GABRA6; GABRA2; SCN3A; SCN11A; ADRA1B; ADRA1D; SCN10A; GABRA5; SCN8A; ABCC8; ADRB1; GABRP; GABRG2; PTGFR; SCN1A; GABRB2; GABRG1; GABRB1; ADRB2; ADRA2C; KCNJ11; GABRA4; GABRQ
celiac disease,CHRNA3; TEC; CCR9; BTK; BMX; JAK3; NR3C1; ITGB7; ITK; CHRNB4; TXK; ITGA4; IL15
central centrifugal cicatricial alopecia,PDE4A; ABCC9; MMP8; PDE4C; PDE4D; MMP7; MMP13; NR3C1; PDE4B; MMP1
central nervous system cancer,ITGB5; HTR2A; MET; KDR; ITGAV; PARP1; SCN1A; EGFR; ADRA2C; ITGB3; SMO; SCN3A; SCN5A; SCN10A; SCN8A; DNMT3A; PARP2; DNMT1; IDH1; ADRA2A; SV2A; SCN11A; SCN9A; PDCD1; ADRA2B; SCN4A; PLG; SCN2A; SCN7A; HTR2C; CACNA1B; IDH2; TOP1
central nervous system germ cell tumor,POLE2; TUBB2A; TUBB6; TUBB; POLD1; POLD3; TUBB1; POLE3; POLE; PRIM1; TUBB8; POLA2; TUBB2B; PRIM2; RRM1; POLD4; TOP1; TUBB3; POLA1; TUBB4A; POLD2; TUBB4B
cerebellar ataxia,SCN4A; ABL1; SCN10A; SCN1A; SCN3A; SCN11A; SCN9A; TRHR; SCN5A; SCN2A; SCN7A; BCR; SCN8A
cerebral atherosclerosis,PTGS2; PTGS1; P2RY12; GRIN3A; GRIN3B; GRIN2A; GRIN2D; HMGCR; GRIN2C; PCSK9; GRIN1; GRIN2B
cerebral infarction,CACNA1S; GRIN2D; P2RY12; GRIN2A; PTGS2; PTGS1; CACNA1F; HTR2A; PLG; CACNA1C; PDE3A; GRIN2B; TBXAS1; CACNA1D; GRIN1; F2R; GRIN3B; NR3C2; GRIN2C; ABCA1; VKORC1; GRIN3A
cerebral palsy,NDUFB4; GABRP; GRIN2D; GABRG2; GPD2; CSF3R; NDUFA1; GRIA3; NDUFA2; SNAP25; NDUFB5; SCN2A; SCN7A; NDUFAF1; GABRA6; NDUFB11; NDUFS2; GRIK3; NDUFB6; CHRM1; GRIK1; GABRG3; NDUFA4; NDUFA7; ADRA2B; GABRA3; NDUFB7; SLC6A2; NDUFS7; NDUFB3; NDUFA8; NDUFA10; GABBR2; NDUFA9; NDUFB10; GABRB2; HTR2C; ADRA2A; GRIA4; SCN3A; CACNA2D1; GRIN2C; GRIK2; SLC18A2; NDUFS5; NDUFA11; NDUFB1; SCN5A; ADRA2C; NDUFA12; RYR1; MT-ND2; MT-ND3; GABBR1; GABRA1; NDUFS1; PTGS1; GABRE; GRIK5; SLC6A4; GABRA4; NDUFS8; SCN1A; GABRA2; NDUFV3; GABRG1; GABRB1; NDUFB8; NDUFV1; SCN11A; GRIN1; NDUFV2; GRIN2A; GABRD; MT-ND6; MT-ND5; MT-ND4; GRIN2B; NDUFAB1; SCN4A; PTGS2; NDUFB2; HTR2A; CA2; NDUFC1; GRIN3B; GRIA2; NDUFAF4; NDUFA5; CHRM3; NDUFS6; NDUFB9; GRIK4; NDUFC2; GRIA1; NDUFAF2; NDUFS4; GABRB3; CA4; SCN9A; NDUFA3; NDUFAF3; NDUFA6; SCN10A; NDUFA4L2; NDUFA13; GABRA5; EPOR; SCN8A; GRIN3A; RYR3; MT-ND1; MT-ND4L; NDUFS3; GABRQ
cerebral small vessel disease,GLP1R; PDE10A; PDE4D; PDE5A; PDE7B; PDE4B; PDE2A; PDE4C; PDE6D; PDE9A; PDE6G; PDE4A; PTGS1; PDE6C; PDE8B; PDE1A; ADORA2A; PDE6A; PDE3B; PDE3A; PDE8A; PTGS2; PDE1B; PDE6B; PDE6H; PDE1C; ADORA2B; PDE7A
cervical adenocarcinoma,NDUFS1; POLD1; FGFR2; NDUFB2; TUBB1; PDGFRB; TGFB3; CD274; NDUFA1; NDUFA10; TUBB2A; TUBB2B; NDUFAF1; NDUFC2; NDUFS2; GART; POLD4; TUBB6; NDUFB1; EPOR; TUBB4B; TUBB; PRIM1; MT-ND5; MT-ND3; MT-ND4; TUBB8; NDUFA7; FGFR1; TGFB2; NDUFB7; POLA1; TGFB1; NDUFC1; NDUFS8; GPD2; NDUFAF4; KDR; NDUFB5; NDUFA9; CTLA4; NDUFAF2; NDUFB8; NDUFV1; POLE; NDUFAF3; NDUFA6; NDUFA13; TUBB3; POLA2; FGFR3; POLD3; POLE2; TUBB4A; NDUFA2; PDGFRA; CYP19A1; NDUFS6; POLE3; RRM1; NDUFS5; NDUFA3; NDUFA11; TYMS; NDUFA12; NDUFA4L2; PDCD1; MT-ND6; MT-ND1; TOP1; MT-ND4L; NDUFS3; DHFR; NDUFAB1; FLT4; NDUFB4; ESR1; FLT1; POLD2; NDUFS7; NDUFB3; NDUFA8; NDUFA5; NDUFB10; PRIM2; NDUFB11; NDUFB9; NDUFV3; FDPS; FGFR4; NDUFS4; NDUFB6; NDUFV2; TOP1MT; NDUFA4; MT-ND2
cervical artery dissection,PTGS2; PDE4C; PDE10A; PDE1A; PDE5A; PDE6H; PDE9A; P2RY12; PDE4D; PDE1C; VKORC1; PDE7B; PDE2A; PDE4A; PDE8A; PTGS1; PDE8B; SERPINC1; PDE1B; PDE6A; PDE3B; PDE6D; PDE3A; PDE6G; PDE6C; SLC29A1; PDE6B; PDE4B; PDE7A
